id,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
1629,42,36.0,20.0,68.0,17.0,88.0,,,33.0,50.0,11.0,7.0,37.0,38.0,34.0,18.0,3.0,5.0,,1.0,3.0,60.0,58.0,8.0,6.0,24.0,13.0,49.0,12.0,8.0,,7.0,86.0,25.0,6.0,6.0,457.0,149.0,,19.0,25.0,10.0,87.0,86.0,2.0,12.0,3.0,44.0,45.0,85.0,2.0,28.0,2.0,9.0,3.0,1.0,1.0,87.0,50.0,125.0,,20.0,,152.0,,7.0,3.0,,212.0,12.0,12.0,4.0,3.0,1.0,2.0,,,14.0,,,3.0,6.0,,1.0,1.0,3.0,2.0,1.0,,3.0,,,,,1.0,1.0,,,1.0,,5.0,,1.0,3.0,,1.0,1.0,,,3.0,,,8.0,,,3.0,4.0,4.0,,4.0,4.0,2.0,1.0,,3.0,1.0,3.0,,1.0,4.0,,1.0,4.0,,7.0,,2.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,9.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,42,80.0,180.0,281.0,3.0,433.0,,101.0,16.0,25.0,22.0,15.0,147.0,127.0,79.0,94.0,30.0,20.0,28.0,20.0,5.0,64.0,75.0,49.0,27.0,185.0,18.0,325.0,25.0,21.0,,32.0,83.0,28.0,176.0,9.0,1803.0,587.0,1.0,192.0,34.0,130.0,356.0,337.0,54.0,34.0,30.0,189.0,145.0,410.0,20.0,224.0,67.0,68.0,15.0,103.0,57.0,247.0,5.0,500.0,104.0,3.0,164.0,621.0,,2.0,28.0,146.0,1120.0,14.0,14.0,8.0,12.0,22.0,30.0,28.0,13.0,3.0,30.0,58.0,12.0,,1.0,1.0,,,,3.0,,,2.0,11.0,1.0,3.0,2.0,3.0,7.0,4.0,13.0,,9.0,,2.0,6.0,2.0,1.0,1.0,,13.0,3.0,50.0,,9.0,13.0,,,20.0,4.0,,37.0,37.0,89.0,13.0,3.0,8.0,13.0,4.0,10.0,1.0,6.0,,10.0,21.0,47.0,17.0,4.0,8.0,14.0,6.0,4.0,,7.0,1.0,,,5.0,,,,,,,2.0,2.0,,,,1.0,,1.0,,2.0,,,,,2.0,1.0,15.0,4.0,1.0,6.0,2.0,1.0,9.0,3.0,3.0,3.0,,3.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
4081,42,80.0,207.0,217.0,18.0,412.0,,2.0,10.0,17.0,22.0,20.0,90.0,85.0,82.0,73.0,24.0,23.0,8.0,9.0,6.0,76.0,68.0,14.0,10.0,124.0,30.0,198.0,8.0,5.0,1.0,10.0,39.0,125.0,109.0,9.0,1042.0,526.0,1.0,102.0,62.0,52.0,203.0,203.0,32.0,39.0,24.0,141.0,92.0,398.0,8.0,231.0,103.0,14.0,16.0,40.0,25.0,167.0,4.0,355.0,24.0,18.0,136.0,546.0,,10.0,18.0,2.0,761.0,15.0,15.0,25.0,8.0,14.0,46.0,12.0,7.0,2.0,5.0,68.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,3.0,25.0,1.0,3.0,3.0,8.0,13.0,3.0,19.0,,21.0,,,3.0,,1.0,,,3.0,9.0,17.0,,11.0,3.0,,8.0,12.0,3.0,,12.0,12.0,51.0,1.0,,4.0,6.0,4.0,4.0,,2.0,,16.0,10.0,16.0,29.0,7.0,7.0,10.0,3.0,1.0,1.0,6.0,1.0,,1.0,5.0,,1.0,,,1.0,,6.0,3.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,6.0,,,1.0,1.0,,8.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,3.0,,3.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
4510,42,157.0,98.0,274.0,32.0,369.0,1.0,2.0,52.0,21.0,23.0,16.0,107.0,63.0,119.0,54.0,36.0,14.0,10.0,3.0,5.0,136.0,91.0,8.0,7.0,66.0,30.0,161.0,27.0,25.0,1.0,7.0,89.0,92.0,37.0,12.0,1330.0,490.0,2.0,118.0,67.0,30.0,220.0,220.0,16.0,33.0,36.0,129.0,164.0,358.0,20.0,127.0,13.0,8.0,20.0,13.0,13.0,242.0,43.0,387.0,1.0,36.0,17.0,501.0,1.0,8.0,23.0,2.0,744.0,27.0,27.0,41.0,11.0,17.0,6.0,3.0,3.0,16.0,,9.0,18.0,10.0,2.0,1.0,2.0,4.0,5.0,5.0,,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,8.0,,18.0,,3.0,17.0,5.0,2.0,,3.0,8.0,8.0,1.0,,33.0,8.0,,11.0,15.0,2.0,,7.0,7.0,19.0,3.0,,5.0,15.0,9.0,,4.0,5.0,,8.0,20.0,,25.0,13.0,6.0,8.0,1.0,,,3.0,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,1.0,,1.0,3.0,1.0,4.0,4.0,,,9.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,3.0,,,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
11965,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,42,121.0,44.0,117.0,14.0,159.0,2.0,1.0,49.0,26.0,15.0,5.0,99.0,53.0,56.0,31.0,11.0,4.0,10.0,2.0,1.0,93.0,49.0,4.0,1.0,15.0,21.0,46.0,20.0,18.0,1.0,2.0,59.0,55.0,12.0,12.0,1036.0,209.0,2.0,37.0,26.0,14.0,118.0,113.0,6.0,20.0,11.0,66.0,60.0,145.0,6.0,52.0,1.0,9.0,16.0,12.0,12.0,96.0,36.0,183.0,1.0,20.0,7.0,223.0,2.0,2.0,6.0,2.0,334.0,16.0,16.0,13.0,2.0,6.0,1.0,2.0,2.0,6.0,,4.0,11.0,6.0,,2.0,,2.0,2.0,2.0,,3.0,1.0,4.0,,,2.0,,,2.0,2.0,,9.0,,2.0,4.0,,3.0,1.0,1.0,,2.0,,,8.0,,,2.0,13.0,2.0,,2.0,2.0,8.0,1.0,,2.0,11.0,6.0,1.0,1.0,5.0,,2.0,13.0,,10.0,7.0,2.0,4.0,2.0,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,,2.0,1.0,1.0,1.0,,,3.0,,,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,42,111.0,62.0,134.0,28.0,195.0,,2.0,31.0,10.0,15.0,1.0,57.0,61.0,92.0,24.0,9.0,3.0,4.0,,3.0,76.0,28.0,8.0,6.0,13.0,15.0,28.0,17.0,14.0,2.0,6.0,24.0,46.0,10.0,7.0,936.0,209.0,3.0,35.0,42.0,7.0,94.0,93.0,2.0,17.0,9.0,58.0,71.0,180.0,6.0,69.0,3.0,9.0,16.0,4.0,4.0,86.0,12.0,159.0,,31.0,4.0,224.0,,3.0,5.0,3.0,353.0,26.0,26.0,9.0,7.0,5.0,2.0,1.0,1.0,3.0,,2.0,12.0,11.0,,,2.0,5.0,2.0,6.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,10.0,,1.0,8.0,1.0,,,4.0,,2.0,,,18.0,,,4.0,12.0,3.0,,2.0,2.0,8.0,1.0,,4.0,8.0,5.0,,,5.0,,7.0,12.0,,14.0,10.0,5.0,4.0,1.0,,,,,,,,,3.0,3.0,,4.0,,4.0,,,,,1.0,,,,,3.0,4.0,3.0,,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8945,42,4.0,31.0,42.0,1.0,71.0,,28.0,3.0,3.0,4.0,2.0,22.0,20.0,19.0,16.0,3.0,1.0,5.0,5.0,2.0,11.0,12.0,7.0,5.0,29.0,7.0,44.0,3.0,2.0,,7.0,11.0,27.0,25.0,1.0,286.0,93.0,,3.0,35.0,15.0,48.0,44.0,6.0,9.0,3.0,5.0,23.0,69.0,3.0,35.0,15.0,11.0,1.0,10.0,10.0,41.0,,70.0,8.0,1.0,19.0,95.0,,2.0,5.0,35.0,187.0,4.0,4.0,4.0,,4.0,4.0,2.0,2.0,,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,3.0,1.0,1.0,2.0,1.0,,12.0,12.0,8.0,3.0,1.0,1.0,1.0,,3.0,,1.0,,,2.0,,,,1.0,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13814,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,42,112.0,429.0,285.0,12.0,714.0,,,23.0,35.0,20.0,20.0,100.0,61.0,100.0,125.0,24.0,21.0,,,7.0,95.0,112.0,22.0,15.0,109.0,31.0,262.0,18.0,15.0,,19.0,83.0,247.0,110.0,7.0,1225.0,810.0,2.0,74.0,111.0,18.0,164.0,157.0,57.0,65.0,24.0,226.0,97.0,692.0,19.0,460.0,47.0,29.0,21.0,,,154.0,2.0,375.0,28.0,12.0,85.0,835.0,,4.0,48.0,,1053.0,10.0,10.0,14.0,,39.0,23.0,,,1.0,8.0,44.0,8.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,3.0,1.0,,,15.0,3.0,1.0,,16.0,3.0,,42.0,42.0,67.0,4.0,,4.0,4.0,,3.0,2.0,3.0,,,8.0,,1.0,12.0,6.0,15.0,3.0,3.0,,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,42,110.0,517.0,129.0,,646.0,,1.0,38.0,69.0,23.0,4.0,170.0,139.0,51.0,85.0,13.0,7.0,,,10.0,67.0,113.0,83.0,44.0,50.0,17.0,321.0,38.0,30.0,,58.0,126.0,256.0,126.0,8.0,1955.0,751.0,1.0,44.0,51.0,7.0,173.0,142.0,59.0,26.0,13.0,145.0,31.0,624.0,7.0,564.0,26.0,114.0,5.0,,,76.0,6.0,209.0,40.0,,81.0,773.0,,2.0,22.0,1.0,1050.0,7.0,7.0,21.0,2.0,18.0,11.0,,,,6.0,29.0,2.0,10.0,,2.0,6.0,7.0,1.0,6.0,,2.0,1.0,3.0,,2.0,2.0,,2.0,,2.0,,2.0,,,3.0,2.0,1.0,,,3.0,1.0,,,4.0,3.0,3.0,1.0,21.0,8.0,,36.0,36.0,71.0,16.0,19.0,1.0,2.0,4.0,34.0,3.0,,,8.0,3.0,,13.0,,5.0,3.0,2.0,3.0,,2.0,,,,,,1.0,,1.0,2.0,1.0,3.0,1.0,,,,,,1.0,,,2.0,2.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,42,175.0,736.0,721.0,51.0,1457.0,1.0,9.0,40.0,45.0,30.0,22.0,163.0,126.0,306.0,204.0,60.0,40.0,2.0,7.0,10.0,172.0,191.0,34.0,16.0,262.0,36.0,558.0,38.0,33.0,2.0,18.0,152.0,486.0,236.0,8.0,2492.0,1763.0,8.0,227.0,162.0,66.0,453.0,444.0,88.0,108.0,60.0,443.0,366.0,1429.0,33.0,822.0,171.0,43.0,57.0,9.0,9.0,544.0,31.0,980.0,35.0,53.0,195.0,1793.0,1.0,2.0,79.0,9.0,2260.0,30.0,30.0,31.0,11.0,69.0,82.0,,,13.0,10.0,111.0,30.0,6.0,,1.0,,2.0,1.0,3.0,,6.0,2.0,5.0,3.0,2.0,1.0,7.0,5.0,6.0,20.0,,24.0,,8.0,23.0,2.0,,5.0,,6.0,8.0,,2.0,40.0,6.0,3.0,3.0,28.0,5.0,1.0,62.0,62.0,150.0,6.0,2.0,10.0,21.0,13.0,9.0,2.0,8.0,1.0,9.0,32.0,,30.0,4.0,12.0,39.0,7.0,2.0,1.0,9.0,2.0,,,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,6.0,,1.0,1.0,,5.0,5.0,,,2.0,1.0,1.0,2.0,,,,,,,,6.0,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11347,42,46.0,178.0,391.0,1.0,538.0,2.0,192.0,33.0,20.0,24.0,9.0,152.0,114.0,133.0,131.0,50.0,14.0,68.0,47.0,7.0,91.0,122.0,47.0,21.0,208.0,18.0,384.0,19.0,17.0,,28.0,66.0,252.0,176.0,7.0,1970.0,779.0,,16.0,327.0,118.0,443.0,423.0,85.0,41.0,50.0,17.0,212.0,531.0,18.0,240.0,122.0,67.0,28.0,115.0,115.0,341.0,3.0,661.0,92.0,1.0,186.0,786.0,3.0,1.0,70.0,227.0,1483.0,22.0,22.0,15.0,13.0,55.0,50.0,31.0,31.0,,21.0,66.0,24.0,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,3.0,,1.0,1.0,5.0,,5.0,1.0,9.0,,1.0,8.0,,,,,27.0,2.0,,,16.0,27.0,,4.0,23.0,2.0,,53.0,53.0,79.0,28.0,2.0,13.0,13.0,2.0,11.0,1.0,5.0,,6.0,26.0,,10.0,7.0,10.0,18.0,5.0,4.0,,3.0,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,1.0,4.0,,,,,1.0,2.0,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13984,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13510,42,4.0,15.0,9.0,,24.0,,,,,1.0,,9.0,2.0,7.0,3.0,,,,,,2.0,,,,4.0,,13.0,2.0,1.0,,,,7.0,7.0,1.0,45.0,32.0,,,6.0,2.0,13.0,12.0,2.0,1.0,,6.0,4.0,23.0,,20.0,6.0,1.0,,,,7.0,,13.0,1.0,,6.0,33.0,,,,,37.0,1.0,1.0,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,1.0,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13491,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,42,0.0,6.0,8.0,,12.0,,,,,1.0,,1.0,1.0,6.0,,,,2.0,,,,1.0,,,2.0,,4.0,,,,,,2.0,,1.0,13.0,12.0,,,3.0,3.0,2.0,2.0,,,,,5.0,12.0,,6.0,,,,4.0,2.0,5.0,,10.0,,,,12.0,,1.0,1.0,,17.0,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,42,34.0,271.0,232.0,,503.0,,,,6.0,34.0,,200.0,194.0,,316.0,,1.0,,,9.0,2.0,12.0,29.0,,238.0,,690.0,31.0,21.0,,,2.0,52.0,549.0,7.0,3060.0,410.0,,99.0,72.0,13.0,361.0,357.0,34.0,1.0,,111.0,89.0,275.0,,305.0,16.0,33.0,2.0,,,237.0,,548.0,313.0,,628.0,853.0,,,,,1230.0,,,5.0,,,13.0,,,,127.0,279.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,34.0,10.0,,1.0,1.0,233.0,25.0,,,1.0,,,1.0,,,,1.0,,,,18.0,2.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,141.0,172.0,248.0,39.0,242.0,175.0,53.0,101.0,42.0,,,,,,,,,,,,,,,,,,,,62.0,,,,33.0,3.0,3.0,32.0,9.0,1.0,19.0,46.0,7.0,4.0,33.0,,,,,,,,,,
3160,42,177.0,499.0,225.0,2.0,723.0,,14.0,42.0,68.0,35.0,7.0,260.0,182.0,60.0,121.0,23.0,13.0,1.0,2.0,9.0,67.0,132.0,141.0,87.0,213.0,9.0,535.0,46.0,40.0,,95.0,147.0,245.0,334.0,15.0,3033.0,992.0,2.0,97.0,121.0,38.0,364.0,334.0,84.0,37.0,23.0,192.0,88.0,700.0,10.0,571.0,88.0,171.0,8.0,3.0,3.0,228.0,5.0,464.0,224.0,2.0,319.0,1032.0,,1.0,45.0,17.0,1432.0,6.0,6.0,12.0,3.0,34.0,33.0,1.0,1.0,1.0,64.0,116.0,3.0,3.0,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,3.0,2.0,,1.0,,4.0,2.0,,,4.0,4.0,5.0,,34.0,6.0,,63.0,63.0,145.0,32.0,43.0,2.0,1.0,2.0,25.0,4.0,,,1.0,3.0,,5.0,1.0,11.0,8.0,10.0,17.0,,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12365,42,129.0,320.0,312.0,10.0,626.0,,1.0,24.0,8.0,22.0,12.0,108.0,96.0,126.0,120.0,26.0,40.0,3.0,3.0,4.0,90.0,62.0,23.0,8.0,134.0,18.0,286.0,17.0,15.0,1.0,9.0,65.0,181.0,133.0,5.0,1551.0,752.0,,112.0,68.0,42.0,185.0,180.0,45.0,68.0,26.0,175.0,143.0,611.0,19.0,349.0,98.0,28.0,5.0,19.0,10.0,218.0,,438.0,19.0,10.0,95.0,768.0,,2.0,42.0,1.0,1001.0,12.0,12.0,8.0,3.0,37.0,60.0,6.0,2.0,,2.0,50.0,10.0,3.0,,,,,1.0,2.0,,,,4.0,1.0,4.0,,5.0,5.0,1.0,11.0,,9.0,,1.0,10.0,1.0,,1.0,,2.0,6.0,10.0,,10.0,2.0,,2.0,20.0,2.0,,55.0,55.0,82.0,5.0,1.0,8.0,5.0,1.0,5.0,,7.0,,7.0,13.0,9.0,14.0,16.0,13.0,4.0,2.0,1.0,,5.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,4.0,2.0,1.0,3.0,,,4.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
