id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_left,att_goal_high_right,att_ibox_blocked,att_lf_total,att_miss_high,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_one_on_one,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_tackle,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_throws,assist_own_goal,att_bx_centre,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_miss_high_left,att_miss_high_right,att_miss_left,att_obox_post,att_obp_goal,att_obx_right,att_post_right,att_setpiece,att_sv_high_left,att_sv_low_centre,big_chance_created,big_chance_scored,blocked_cross,clearance_off_line,dangerous_play,effective_blocked_cross,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,hit_woodwork,interceptions_in_box,offside_provoked,overrun,penalty_conceded,pen_goals_conceded,post_scoring_att,shield_ball_oop,shot_fastbreak,total_fastbreak,total_flick_on,total_offside,total_throws,won_corners,yellow_card,att_cmiss_high,att_goal_high_centre,att_goal_high_left,att_hd_goal,att_sv_low_left,error_lead_to_shot,fouled_final_third,goal_assist_setplay,own_goals,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_assist_setplay,att_cmiss_high_right,att_lg_centre,att_sv_high_centre,att_sv_high_right,foul_throw_in,att_freekick_miss,att_freekick_total,att_ibox_post,error_lead_to_goal,last_man_tackle,freekick_cross,assist_attempt_saved,assist_free_kick_won,accurate_pull_back,corner_taken,times_tackled,winning_goal,accurate_corners_intobox,accurate_freekick_cross,goal_assist_deadball,second_goal_assist,total_corners_intobox,att_hd_post,red_card,second_yellow,att_post_high,assist_penalty_won,att_cmiss_high_left,penalty_won,att_freekick_goal,att_freekick_target,att_obxd_left,att_obx_left,goal_fastbreak,att_post_left,att_pen_goal,att_freekick_post,assist_blocked_shot,assist_handball_won,assist_pass_lost,assist_post,att_pen_post,att_pen_target,att_obxd_right,att_corner,rescinded_red_card,att_pen_miss,att_lg_right,att_lg_left
23820,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,79,298.0,63.0,402.0,17.0,14.0,92.0,649.0,3.0,15.0,16.0,26.0,12.0,159.0,124.0,2.0,23.0,15.0,1.0,,2.0,22.0,3.0,4.0,4.0,,14.0,5.0,21.0,,16.0,,,3.0,,133.0,148.0,2.0,36.0,6.0,20.0,6.0,20.0,19.0,16.0,9.0,65.0,77.0,40.0,15.0,240.0,15.0,373.0,22.0,,23.0,19.0,,15.0,72.0,21.0,21.0,132.0,174.0,82.0,11.0,10.0,1921.0,21.0,16.0,5.0,840.0,4.0,197.0,86.0,196.0,380.0,380.0,8.0,84.0,56.0,36.0,244.0,14.0,1.0,202.0,622.0,24.0,37.0,350.0,139.0,40.0,15.0,139.0,57.0,236575.41662597656,343.0,671.0,81.0,16.0,209.0,882.0,,25.0,7.0,4.0,41.0,6.0,1323.0,13.0,15.0,15.0,6.0,6.0,15.0,24.0,51.0,18.0,3.0,33.0,,,,,,,,,,,,,,0.0,,,5.0,5.0,1.0,1.0,,,,,,0.0,,7.0,,6.0,,,6.0,4.0,7.0,7.0,1.0,,,5.0,,,,,,1.0,,,8.0,,52.0,14.0,5.0,1.0,,,,3.0,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,1.0,1.0,,4.0,8.0,,,,18.0,,,,85.0,,,33.0,6.0,5.0,,82.0,,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,
11241,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4634,79,183.0,10.0,357.0,189.0,,403.0,540.0,,,8.0,35.0,,344.0,204.0,,,1.0,,,,,,,,,,,,,,,,,,,357.0,,2.0,,0.0,6.0,,,,11.0,1.0,10.0,40.0,,348.0,,1058.0,35.0,,61.0,53.0,,,1.0,1.0,1.0,55.0,923.0,358.0,17.0,44.0,3150.0,1.0,,,500.0,,135.0,244.0,18.0,643.0,643.0,,55.0,,2.0,56.0,,,108.0,247.0,1.0,1.0,247.0,20.0,40.0,1.0,,,151031.14770507812,348.0,922.0,522.0,,1025.0,1169.0,,,,,1.0,,1516.0,,2.0,2.0,3.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,1.0,0.0,,,5.0,,,,,,,,,,,,,,,0.0,,,1.0,165.0,26.0,103.0,2.0,4.0,36.0,74.0,8.0,338.0,20.0,282.0,103.0,5.0,,14.0,83.0,59.0,144.0,14.0,7.0,25.0,27.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11013,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13703,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,79,831.0,36.0,353.0,3.0,,47.0,1184.0,,31.0,93.0,27.0,11.0,140.0,105.0,6.0,4.0,3.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,4.0,,4.0,,2.0,5.0,,67.0,103.0,,12.0,2.0,11.0,9.0,,,3.0,5.0,61.0,141.0,123.0,79.0,104.0,17.0,470.0,24.0,,24.0,23.0,,79.0,127.0,27.0,27.0,309.0,202.0,143.0,7.0,13.0,2084.0,1.0,2.0,3.0,1304.0,14.0,173.0,56.0,8.0,164.0,164.0,1.0,64.0,38.0,12.0,484.0,5.0,,106.0,1158.0,7.0,3.0,884.0,63.0,123.0,4.0,,,255718.61987304688,147.0,446.0,30.0,,96.0,1330.0,,10.0,1.0,3.0,29.0,,1616.0,15.0,8.0,8.0,17.0,15.0,4.0,21.0,,,0.0,10.0,,6.0,,1.0,1.0,,,,,3.0,1.0,4.0,,3.0,2.0,,,,1.0,2.0,,,,,2.0,,2.0,,,4.0,,,4.0,1.0,,,,,,6.0,12.0,,,1.0,,2.0,,,1.0,,10.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13796,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,79,37.0,12.0,47.0,,,12.0,84.0,1.0,2.0,,2.0,1.0,6.0,2.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,2.0,,1.0,2.0,,7.0,17.0,1.0,4.0,1.0,1.0,,,,2.0,,6.0,4.0,3.0,,23.0,1.0,45.0,1.0,,,,,,1.0,1.0,1.0,35.0,26.0,18.0,1.0,,109.0,,1.0,1.0,98.0,,14.0,8.0,2.0,17.0,17.0,,10.0,7.0,4.0,12.0,,,22.0,83.0,2.0,1.0,42.0,20.0,3.0,2.0,,,13189.65502929687,30.0,57.0,2.0,,23.0,99.0,,2.0,1.0,1.0,1.0,1.0,113.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,79,200.0,37.0,430.0,0.0,44.0,41.0,613.0,,15.0,4.0,31.0,3.0,168.0,117.0,20.0,24.0,32.0,6.0,,4.0,11.0,2.0,4.0,9.0,,7.0,8.0,24.0,,37.0,,12.0,30.0,3.0,240.0,126.0,1.0,50.0,13.0,19.0,3.0,36.0,6.0,43.0,12.0,120.0,109.0,14.0,6.0,80.0,19.0,191.0,22.0,1.0,31.0,20.0,1.0,6.0,41.0,15.0,15.0,109.0,55.0,26.0,13.0,3.0,1947.0,21.0,21.0,15.0,784.0,,190.0,87.0,113.0,356.0,356.0,14.0,54.0,58.0,50.0,259.0,16.0,,259.0,599.0,20.0,42.0,240.0,63.0,14.0,79.0,69.0,46.0,219243.70153808597,371.0,628.0,13.0,47.0,79.0,799.0,6.0,44.0,9.0,9.0,32.0,5.0,1225.0,70.0,38.0,38.0,18.0,6.0,55.0,17.0,17.0,8.0,2.0,14.0,,10.0,1.0,3.0,3.0,,1.0,,,1.0,,2.0,1.0,9.0,6.0,,2.0,1.0,,9.0,,,,,2.0,0.0,5.0,6.0,1.0,3.0,,1.0,3.0,11.0,3.0,3.0,3.0,,1.0,,,7.0,,,,2.0,,,11.0,4.0,15.0,23.0,3.0,,,,1.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,1.0,,,,,,1.0,,4.0,,,1.0,26.0,,,9.0,1.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,79,464.0,99.0,770.0,3.0,32.0,80.0,1193.0,2.0,21.0,11.0,37.0,12.0,244.0,170.0,4.0,16.0,24.0,,,,18.0,4.0,2.0,9.0,,6.0,1.0,16.0,,14.0,,,1.0,1.0,229.0,139.0,,61.0,9.0,39.0,6.0,22.0,18.0,21.0,9.0,108.0,94.0,15.0,5.0,262.0,23.0,499.0,28.0,,39.0,33.0,,5.0,32.0,29.0,29.0,360.0,177.0,119.0,20.0,7.0,2569.0,22.0,24.0,3.0,1389.0,8.0,385.0,116.0,186.0,407.0,407.0,13.0,48.0,78.0,61.0,356.0,8.0,,378.0,1156.0,29.0,46.0,516.0,187.0,15.0,19.0,129.0,66.0,337166.9732666016,524.0,1057.0,12.0,33.0,146.0,1444.0,,20.0,8.0,9.0,53.0,3.0,1864.0,20.0,37.0,37.0,17.0,8.0,14.0,33.0,41.0,15.0,4.0,1.0,,2.0,1.0,,2.0,,,,,,1.0,1.0,,2.0,2.0,,2.0,0.0,,2.0,,,,,,,1.0,6.0,,3.0,,,3.0,6.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,,3.0,,,,,5.0,1.0,1.0,14.0,3.0,1.0,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,18.0,,0.0,,,,1.0,5.0,,1.0,,26.0,,,,70.0,,,26.0,7.0,1.0,,63.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2651,79,432.0,29.0,98.0,50.0,,184.0,530.0,,1.0,15.0,34.0,,242.0,124.0,,,,,,,,,,,,,,,,,,,,,,330.0,,3.0,,,11.0,,,,6.0,2.0,21.0,44.0,2.0,95.0,,537.0,34.0,,48.0,46.0,,2.0,2.0,,,121.0,327.0,100.0,12.0,33.0,3040.0,,,,466.0,0.0,105.0,32.0,6.0,292.0,292.0,,45.0,2.0,3.0,153.0,,,23.0,335.0,,,487.0,41.0,44.0,3.0,,,166222.29370117188,95.0,324.0,199.0,,462.0,811.0,,,1.0,,1.0,,1227.0,,1.0,1.0,4.0,16.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,5.0,,,,,,,,,1.0,,,,,,1.0,,,,139.0,22.0,219.0,3.0,3.0,31.0,64.0,8.0,225.0,31.0,252.0,223.0,6.0,1.0,20.0,61.0,25.0,91.0,3.0,1.0,33.0,22.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13230,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16646,79,133.0,9.0,189.0,,24.0,17.0,317.0,,13.0,2.0,12.0,3.0,66.0,46.0,2.0,10.0,5.0,1.0,,1.0,,5.0,1.0,2.0,,8.0,,8.0,,8.0,,,12.0,,87.0,50.0,,13.0,3.0,12.0,,7.0,6.0,25.0,2.0,72.0,59.0,4.0,2.0,54.0,8.0,85.0,9.0,,10.0,8.0,,2.0,6.0,7.0,7.0,109.0,34.0,23.0,9.0,1.0,703.0,2.0,4.0,,370.0,1.0,51.0,62.0,42.0,145.0,145.0,7.0,22.0,21.0,13.0,98.0,9.0,,89.0,308.0,8.0,6.0,147.0,22.0,4.0,40.0,32.0,21.0,88004.85363769531,125.0,264.0,2.0,28.0,25.0,379.0,,12.0,5.0,3.0,12.0,1.0,579.0,10.0,11.0,11.0,20.0,1.0,25.0,7.0,5.0,1.0,1.0,8.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,2.0,1.0,,,1.0,,,,,,,1.0,,,1.0,2.0,,,,,,,,4.0,,,,,,,1.0,,8.0,2.0,1.0,2.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,4.0,,,,8.0,,,,11.0,,,4.0,,,1.0,11.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
6030,79,166.0,18.0,394.0,,64.0,15.0,557.0,2.0,209.0,164.0,36.0,22.0,234.0,194.0,57.0,22.0,20.0,4.0,0.0,9.0,14.0,8.0,13.0,2.0,,9.0,9.0,20.0,3.0,70.0,1.0,12.0,37.0,7.0,247.0,135.0,9.0,59.0,11.0,21.0,3.0,25.0,10.0,107.0,11.0,403.0,278.0,20.0,17.0,95.0,42.0,230.0,32.0,7.0,48.0,40.0,5.0,17.0,223.0,15.0,15.0,157.0,34.0,15.0,19.0,2.0,2771.0,9.0,14.0,29.0,799.0,,175.0,129.0,60.0,589.0,589.0,26.0,30.0,79.0,59.0,199.0,39.0,,224.0,523.0,26.0,23.0,212.0,36.0,20.0,76.0,35.0,35.0,307344.6086425781,392.0,656.0,5.0,78.0,30.0,833.0,,79.0,9.0,4.0,14.0,4.0,1483.0,130.0,127.0,127.0,55.0,6.0,47.0,6.0,3.0,3.0,38.0,4.0,,45.0,4.0,6.0,2.0,1.0,3.0,2.0,2.0,18.0,7.0,26.0,7.0,28.0,13.0,4.0,3.0,4.0,1.0,11.0,2.0,1.0,,,5.0,,8.0,3.0,3.0,,,,,8.0,3.0,2.0,2.0,2.0,2.0,1.0,,16.0,,1.0,2.0,1.0,1.0,2.0,143.0,28.0,4.0,20.0,4.0,3.0,,0.0,1.0,4.0,,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
13511,79,217.0,19.0,637.0,1.0,58.0,16.0,849.0,6.0,136.0,46.0,37.0,35.0,154.0,72.0,55.0,29.0,49.0,10.0,,9.0,20.0,6.0,6.0,15.0,,4.0,10.0,29.0,2.0,75.0,10.0,13.0,49.0,5.0,287.0,139.0,7.0,90.0,24.0,50.0,4.0,36.0,6.0,71.0,11.0,330.0,178.0,9.0,6.0,122.0,57.0,305.0,32.0,15.0,32.0,30.0,12.0,6.0,102.0,18.0,18.0,285.0,58.0,36.0,5.0,,2776.0,17.0,40.0,38.0,1138.0,2.0,137.0,143.0,92.0,542.0,542.0,29.0,14.0,96.0,90.0,292.0,22.0,4.0,387.0,818.0,38.0,57.0,273.0,41.0,9.0,73.0,43.0,42.0,330964.3479003906,600.0,939.0,3.0,71.0,26.0,1169.0,2.0,84.0,20.0,5.0,65.0,17.0,1754.0,198.0,80.0,80.0,18.0,21.0,49.0,50.0,5.0,4.0,15.0,15.0,,25.0,8.0,4.0,3.0,5.0,2.0,6.0,5.0,7.0,2.0,13.0,15.0,17.0,13.0,2.0,8.0,,3.0,6.0,,,,,3.0,2.0,11.0,11.0,10.0,1.0,1.0,0.0,1.0,2.0,7.0,3.0,6.0,3.0,1.0,,2.0,3.0,,4.0,1.0,,5.0,6.0,57.0,13.0,16.0,27.0,1.0,2.0,,2.0,3.0,4.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,,,
4105,79,58.0,6.0,74.0,1.0,4.0,9.0,132.0,,5.0,11.0,6.0,3.0,44.0,22.0,5.0,7.0,1.0,,,1.0,1.0,,2.0,1.0,,4.0,2.0,6.0,1.0,9.0,,3.0,8.0,1.0,18.0,36.0,1.0,6.0,2.0,3.0,2.0,1.0,,4.0,2.0,20.0,33.0,6.0,6.0,41.0,3.0,79.0,5.0,,7.0,7.0,,6.0,17.0,6.0,6.0,29.0,29.0,16.0,2.0,1.0,447.0,1.0,,4.0,177.0,5.0,32.0,18.0,12.0,68.0,68.0,2.0,12.0,22.0,6.0,56.0,6.0,1.0,38.0,128.0,1.0,1.0,65.0,16.0,6.0,12.0,2.0,2.0,55773.30444335938,70.0,119.0,4.0,5.0,25.0,182.0,,12.0,2.0,1.0,9.0,1.0,259.0,10.0,5.0,5.0,7.0,2.0,7.0,6.0,,,1.0,,,4.0,1.0,1.0,1.0,,,,,2.0,,2.0,,2.0,2.0,,1.0,,1.0,3.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,3.0,1.0,,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3507,79,102.0,14.0,217.0,1.0,4.0,20.0,308.0,,5.0,8.0,10.0,7.0,77.0,34.0,5.0,2.0,8.0,3.0,,3.0,3.0,,,,,2.0,,2.0,1.0,6.0,,1.0,3.0,,65.0,45.0,1.0,24.0,3.0,7.0,1.0,36.0,11.0,8.0,,49.0,58.0,10.0,2.0,61.0,12.0,162.0,9.0,,14.0,12.0,,2.0,28.0,9.0,9.0,16.0,59.0,39.0,3.0,5.0,801.0,4.0,6.0,1.0,360.0,6.0,149.0,13.0,69.0,180.0,180.0,6.0,23.0,16.0,24.0,135.0,3.0,,104.0,291.0,6.0,10.0,121.0,28.0,10.0,29.0,57.0,47.0,80769.67169189453,140.0,314.0,6.0,4.0,40.0,378.0,1.0,7.0,3.0,1.0,15.0,,692.0,25.0,14.0,14.0,24.0,7.0,11.0,11.0,11.0,8.0,,82.0,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,5.0,1.0,,5.0,2.0,1.0,,1.0,1.0,,,2.0,6.0,,,,,,,,,99.0,9.0,4.0,,,,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,,15.0,,,3.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11347,79,392.0,61.0,571.0,19.0,8.0,77.0,935.0,2.0,62.0,33.0,32.0,10.0,221.0,167.0,7.0,16.0,20.0,,,2.0,3.0,2.0,7.0,2.0,,11.0,3.0,16.0,,19.0,,3.0,20.0,1.0,248.0,155.0,,73.0,4.0,9.0,7.0,81.0,52.0,21.0,11.0,115.0,110.0,82.0,38.0,243.0,16.0,524.0,32.0,,44.0,34.0,,38.0,80.0,24.0,24.0,452.0,233.0,97.0,14.0,31.0,2797.0,12.0,12.0,4.0,1248.0,8.0,20.0,489.0,157.0,552.0,552.0,4.0,107.0,44.0,73.0,51.0,15.0,,290.0,914.0,24.0,24.0,484.0,172.0,82.0,14.0,137.0,137.0,337712.7919921875,441.0,928.0,105.0,8.0,239.0,1275.0,2.0,23.0,3.0,,54.0,2.0,2140.0,27.0,34.0,34.0,19.0,7.0,7.0,34.0,28.0,28.0,1.0,310.0,,,7.0,,3.0,,,,,,,,,4.0,1.0,,1.0,1.0,4.0,1.0,,,,,1.0,,,6.0,,27.0,,,27.0,10.0,3.0,3.0,2.0,,,6.0,2.0,3.0,,1.0,,3.0,,,1.0,3.0,343.0,28.0,3.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,2.0,,,,,2.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,79,88.0,24.0,192.0,,34.0,19.0,274.0,,34.0,14.0,28.0,5.0,145.0,101.0,24.0,5.0,21.0,1.0,1.0,1.0,4.0,4.0,3.0,,,5.0,,5.0,,25.0,5.0,3.0,15.0,,96.0,48.0,3.0,17.0,1.0,11.0,,9.0,9.0,38.0,10.0,106.0,96.0,1.0,0.0,35.0,15.0,66.0,16.0,8.0,36.0,31.0,7.0,0.0,65.0,6.0,6.0,108.0,15.0,6.0,13.0,,1543.0,9.0,12.0,16.0,345.0,1.0,47.0,66.0,32.0,206.0,206.0,6.0,9.0,33.0,17.0,103.0,12.0,,110.0,247.0,5.0,21.0,101.0,36.0,1.0,33.0,18.0,18.0,168508.5476074219,166.0,290.0,1.0,39.0,25.0,373.0,1.0,29.0,7.0,12.0,11.0,4.0,629.0,60.0,40.0,40.0,49.0,5.0,22.0,7.0,6.0,6.0,8.0,2.0,,18.0,,,1.0,1.0,,2.0,4.0,4.0,4.0,10.0,8.0,5.0,8.0,1.0,1.0,,2.0,1.0,,,,,2.0,,6.0,1.0,6.0,,,,,5.0,,,,,2.0,1.0,,4.0,,5.0,2.0,,1.0,1.0,24.0,14.0,2.0,7.0,3.0,1.0,,1.0,2.0,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
2464,79,19.0,7.0,28.0,,1.0,3.0,47.0,,1.0,2.0,3.0,,12.0,17.0,,2.0,,,,,,2.0,,,,2.0,,2.0,,1.0,,,2.0,,6.0,5.0,,4.0,,3.0,,1.0,,,1.0,5.0,6.0,7.0,4.0,13.0,1.0,38.0,1.0,,3.0,3.0,,4.0,2.0,4.0,4.0,20.0,19.0,10.0,1.0,3.0,163.0,,,,65.0,1.0,,27.0,4.0,30.0,30.0,,5.0,,4.0,1.0,2.0,,14.0,47.0,1.0,,28.0,8.0,7.0,,1.0,1.0,18489.22314453125,20.0,38.0,5.0,1.0,9.0,65.0,,2.0,,2.0,4.0,,111.0,,,,,1.0,,3.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
