id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
24252,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51813,363,4.0,,,,1.0,,,5.0,,1.0,1.0,1.0,,,3.0,3.0,1.0,,,1.0,,,0.0,1.0,,,0.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,1.0,,,4.0,3.0,1.0,,,,,,,1.0,,,,,,,,1.0,,39.0,,,,0.0,2.0,,,,2.0,,,,2.0,5.0,5.0,,,,,,3.0,,,1.0,,,1.0,1.0,,1.0,,4.0,,,,,,2.0,,2.0,,,,,6.0,,1.0,,,,11.0,1.0,3.0,3.0,,0.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19758,363,65.0,13.0,1.0,1.0,255.0,,8.0,319.0,1.0,37.0,14.0,19.0,,14.0,98.0,35.0,38.0,8.0,12.0,25.0,3.0,5.0,2.0,8.0,4.0,10.0,14.0,5.0,11.0,4.0,2.0,4.0,3.0,1.0,4.0,3.0,8.0,40.0,10.0,27.0,6.0,5.0,1.0,93.0,53.0,2.0,7.0,,27.0,5.0,27.0,,17.0,1.0,20.0,5.0,131.0,67.0,,3.0,2.0,,,48.0,44.0,7.0,25.0,105.0,12.0,15.0,13.0,2.0,,,,,2.0,20.0,1.0,5.0,,5.0,,90.0,21.0,18.0,3.0,,1113.0,,3.0,9.0,26.0,425.0,,5.0,96.0,54.0,,,33.0,2.0,214.0,214.0,5.0,22.0,26.0,27.0,,138.0,1.0,1.0,15.0,1.0,22.0,160.0,318.0,9.0,42.0,12.0,85.0,27.0,3.0,43.0,18.0,18.0,229.0,5.0,359.0,2.0,15.0,14.0,1.0,426.0,3.0,46.0,7.0,12.0,1.0,682.0,97.0,39.0,39.0,20.0,4.0,11.0,21.0,16.0,6.0,2.0,,6.0,1.0,2.0,1.0,,3.0,3.0,3.0,,9.0,1.0,1.0,,5.0,1.0,3.0,6.0,9.0,8.0,,1.0,7.0,2.0,13.0,,1.0,1.0,4.0,1.0,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,363,191.0,27.0,3.0,2.0,193.0,,28.0,381.0,4.0,2.0,3.0,21.0,,7.0,81.0,43.0,,1.0,3.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,74.0,52.0,,,,8.0,,10.0,,2.0,1.0,6.0,3.0,27.0,21.0,,3.0,2.0,,,26.0,58.0,2.0,9.0,105.0,8.0,15.0,14.0,1.0,,,,,2.0,15.0,,13.0,,13.0,,123.0,37.0,30.0,6.0,3.0,706.0,,2.0,3.0,,402.0,3.0,,44.0,75.0,,,16.0,,65.0,65.0,5.0,14.0,33.0,8.0,,128.0,,,1.0,,8.0,81.0,355.0,4.0,6.0,5.0,200.0,42.0,3.0,2.0,7.0,3.0,105.0,1.0,237.0,4.0,3.0,39.0,1.0,430.0,1.0,1.0,6.0,8.0,4.0,507.0,3.0,5.0,5.0,8.0,0.0,12.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,13.0,,3.0,1.0,,,,,,,,2.0,,,5.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52153,363,121.0,12.0,1.0,1.0,158.0,,7.0,278.0,11.0,31.0,12.0,27.0,,22.0,101.0,51.0,7.0,7.0,6.0,5.0,1.0,1.0,,,2.0,4.0,,,6.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,7.0,12.0,1.0,8.0,1.0,,,106.0,68.0,,1.0,2.0,42.0,4.0,35.0,,8.0,1.0,17.0,5.0,135.0,129.0,2.0,12.0,7.0,,,48.0,22.0,11.0,29.0,109.0,15.0,27.0,23.0,4.0,,,,2.0,7.0,21.0,1.0,10.0,1.0,10.0,,55.0,24.0,13.0,15.0,5.0,1238.0,,2.0,4.0,2.0,377.0,2.0,6.0,88.0,35.0,1.0,1.0,22.0,3.0,216.0,216.0,9.0,27.0,32.0,42.0,,112.0,,1.0,8.0,,27.0,73.0,273.0,22.0,42.0,6.0,152.0,22.0,12.0,52.0,9.0,9.0,115.0,6.0,239.0,12.0,4.0,21.0,3.0,382.0,2.0,14.0,11.0,52.0,14.0,736.0,44.0,49.0,49.0,39.0,1.0,7.0,27.0,10.0,27.0,5.0,,,,1.0,,,,,,,1.0,,0.0,,,1.0,,,1.0,1.0,,1.0,12.0,0.0,4.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
69176,363,23.0,1.0,,,29.0,,2.0,52.0,,2.0,1.0,3.0,,1.0,13.0,11.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,20.0,13.0,1.0,,,3.0,,,,,,5.0,1.0,18.0,13.0,,1.0,,,,8.0,5.0,1.0,2.0,17.0,2.0,3.0,3.0,,1.0,1.0,1.0,,,1.0,,,,,,20.0,3.0,2.0,1.0,,167.0,,1.0,1.0,1.0,63.0,1.0,1.0,3.0,19.0,,,2.0,,32.0,32.0,,6.0,7.0,3.0,,6.0,,,,,6.0,17.0,52.0,1.0,14.0,2.0,30.0,1.0,1.0,14.0,,,19.0,,33.0,3.0,3.0,5.0,,63.0,,1.0,2.0,3.0,0.0,104.0,1.0,5.0,5.0,4.0,0.0,1.0,5.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31439,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16347,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14706,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77990,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14255,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,363,35.0,9.0,2.0,2.0,113.0,,8.0,146.0,1.0,91.0,53.0,16.0,,5.0,112.0,70.0,23.0,2.0,7.0,16.0,,2.0,4.0,12.0,,12.0,7.0,1.0,4.0,5.0,1.0,1.0,5.0,1.0,1.0,,2.0,19.0,2.0,9.0,4.0,1.0,1.0,49.0,28.0,2.0,11.0,,4.0,1.0,3.0,1.0,4.0,,19.0,6.0,134.0,89.0,,16.0,10.0,,,29.0,29.0,3.0,17.0,72.0,14.0,17.0,17.0,0.0,2.0,2.0,2.0,2.0,10.0,75.0,1.0,1.0,,1.0,,53.0,13.0,6.0,7.0,3.0,1194.0,,5.0,4.0,10.0,235.0,1.0,1.0,52.0,29.0,,,14.0,2.0,144.0,144.0,5.0,9.0,14.0,4.0,,61.0,,,14.0,,16.0,53.0,146.0,1.0,25.0,9.0,51.0,17.0,16.0,16.0,4.0,4.0,102.0,51.0,188.0,4.0,19.0,15.0,17.0,235.0,,25.0,6.0,4.0,1.0,395.0,49.0,26.0,26.0,23.0,0.0,3.0,10.0,2.0,3.0,2.0,,1.0,2.0,,,,2.0,2.0,6.0,,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,3.0,,1.0,2.0,17.0,16.0,,,2.0,0.0,,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54032,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23810,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15154,363,275.0,75.0,1.0,1.0,241.0,19.0,89.0,515.0,67.0,42.0,72.0,28.0,,7.0,233.0,137.0,3.0,,4.0,1.0,1.0,2.0,,2.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,,,,61.0,101.0,,,11.0,34.0,1.0,24.0,3.0,4.0,7.0,4.0,8.0,87.0,137.0,11.0,97.0,54.0,,,75.0,212.0,,13.0,490.0,25.0,51.0,43.0,8.0,,,,,54.0,154.0,,45.0,6.0,45.0,,135.0,282.0,129.0,16.0,25.0,2102.0,11.0,1.0,4.0,,787.0,17.0,,137.0,139.0,1.0,,43.0,4.0,360.0,360.0,2.0,69.0,30.0,34.0,,124.0,1.0,1.0,2.0,,42.0,109.0,502.0,15.0,8.0,5.0,348.0,171.0,97.0,9.0,11.0,11.0,243.0,10.0,473.0,84.0,,235.0,,810.0,,3.0,4.0,45.0,97.0,1228.0,12.0,10.0,10.0,17.0,0.0,4.0,5.0,5.0,25.0,3.0,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,3.0,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53610,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24231,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33185,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107863,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67927,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,363,1505.0,89.0,,,483.0,12.0,180.0,1988.0,12.0,39.0,78.0,33.0,,7.0,192.0,112.0,26.0,6.0,9.0,22.0,,20.0,7.0,21.0,4.0,9.0,8.0,,1.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,5.0,2.0,3.0,9.0,4.0,,1.0,168.0,223.0,1.0,4.0,2.0,13.0,5.0,7.0,11.0,1.0,,1.0,11.0,67.0,134.0,2.0,104.0,65.0,0.0,0.0,58.0,214.0,,22.0,672.0,33.0,38.0,37.0,1.0,,,,2.0,65.0,155.0,1.0,32.0,10.0,32.0,,572.0,332.0,205.0,14.0,19.0,2932.0,22.0,4.0,6.0,15.0,2152.0,20.0,1.0,195.0,128.0,,,21.0,5.0,256.0,256.0,4.0,142.0,77.0,13.0,2.0,811.0,,3.0,12.0,1.0,36.0,153.0,1925.0,9.0,3.0,10.0,1573.0,187.0,104.0,8.0,1.0,1.0,273.0,2.0,651.0,55.0,2.0,313.0,2.0,2223.0,,32.0,,30.0,12.0,2554.0,48.0,12.0,12.0,20.0,0.0,8.0,6.0,5.0,15.0,5.0,,,,2.0,1.0,,2.0,4.0,8.0,,5.0,,1.0,,1.0,7.0,3.0,1.0,5.0,,,,,1.0,1.0,,,0.0,,,0.0,,,1.0,2.0,,,,,,,,,,2.0,3.0,,,,,,,0.0,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
5758,363,502.0,54.0,46.0,39.0,526.0,3.0,40.0,982.0,203.0,42.0,92.0,30.0,,22.0,248.0,154.0,4.0,9.0,28.0,,,5.0,,,1.0,,,,13.0,,,1.0,1.0,5.0,4.0,,9.0,4.0,,0.0,,,,243.0,141.0,11.0,,15.0,90.0,6.0,25.0,9.0,102.0,53.0,20.0,7.0,128.0,195.0,15.0,72.0,28.0,,,53.0,144.0,4.0,33.0,506.0,30.0,42.0,32.0,10.0,7.0,7.0,5.0,2.0,28.0,190.0,4.0,31.0,3.0,31.0,,31.0,157.0,88.0,10.0,26.0,2682.0,2.0,14.0,30.0,,1217.0,4.0,6.0,428.0,24.0,,,208.0,1.0,574.0,574.0,6.0,95.0,40.0,90.0,1.0,486.0,1.0,2.0,7.0,,31.0,246.0,940.0,38.0,30.0,46.0,604.0,106.0,72.0,28.0,215.0,174.0,351.0,8.0,877.0,34.0,1.0,108.0,4.0,1266.0,3.0,13.0,,63.0,247.0,2123.0,35.0,33.0,33.0,22.0,0.0,13.0,18.0,27.0,38.0,2.0,,3.0,,,,,,,,,,3.0,2.0,,,1.0,,,,,,3.0,,3.0,1.0,1.0,,,,,,,,9.0,,,44.0,8.0,19.0,42.0,,,7.0,,,3.0,,2.0,2.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,363,278.0,20.0,8.0,8.0,274.0,3.0,21.0,544.0,105.0,25.0,49.0,17.0,,16.0,92.0,61.0,1.0,2.0,9.0,,,2.0,,,,,1.0,,,,,,,2.0,,,2.0,1.0,1.0,3.0,1.0,,0.0,132.0,57.0,1.0,1.0,10.0,35.0,2.0,20.0,3.0,22.0,9.0,9.0,2.0,84.0,95.0,10.0,36.0,26.0,,,31.0,52.0,3.0,20.0,234.0,13.0,15.0,15.0,,2.0,1.0,2.0,2.0,26.0,83.0,,23.0,1.0,23.0,,279.0,92.0,52.0,5.0,16.0,1238.0,3.0,4.0,7.0,1.0,669.0,5.0,2.0,12.0,212.0,1.0,,37.0,5.0,226.0,226.0,,35.0,22.0,35.0,1.0,31.0,,,,,18.0,104.0,537.0,15.0,21.0,11.0,330.0,47.0,36.0,17.0,31.0,31.0,145.0,4.0,377.0,12.0,,45.0,,676.0,,3.0,1.0,29.0,132.0,1053.0,16.0,19.0,19.0,12.0,0.0,10.0,5.0,7.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32936,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11224,363,92.0,13.0,,,24.0,18.0,45.0,116.0,,,2.0,7.0,,,64.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,2.0,,,,3.0,,3.0,,5.0,,,1.0,1.0,16.0,,,124.0,7.0,9.0,8.0,1.0,,,,,,,,,,,,23.0,71.0,25.0,2.0,6.0,630.0,,,,,98.0,,,17.0,3.0,,,0.0,1.0,61.0,61.0,,9.0,,,,29.0,,,,,1.0,5.0,72.0,,0.0,,106.0,16.0,5.0,,,,16.0,,70.0,53.0,,105.0,,176.0,,,,,,232.0,,,,1.0,0.0,2.0,,,,1.0,35.0,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,4.0,13.0,4.0,30.0,23.0,,1.0,15.0,6.0,21.0,3.0,4.0,,,,,,,1.0,,,,,,,,
64069,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20946,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3670,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
