id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
15285,54,3.0,,,,,4.0,,,,7.0,,,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,1.0,1.0,1.0,,,,,,2.0,,,,6.0,,,,,,,,,,,,,2.0,,,,,2.0,3.0,1.0,,,16.0,,,,10.0,,,4.0,2.0,,,4.0,4.0,,,,,0.0,,,,,,2.0,7.0,0.0,,3.0,1.0,,,,,2664.2705078125,,4.0,,7.0,,,1.0,,10.0,,,,1.0,,,,11.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13196,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,54,74.0,5.0,,,,29.0,1.0,,8.0,103.0,,,4.0,2.0,5.0,9.0,1.0,15.0,15.0,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,20.0,15.0,1.0,,,1.0,2.0,,,,,2.0,,1.0,,5.0,20.0,1.0,11.0,7.0,1.0,,6.0,,,2.0,43.0,3.0,,8.0,8.0,,,1.0,,,,,7.0,13.0,,5.0,2.0,5.0,51.0,20.0,7.0,1.0,1.0,246.0,,1.0,,120.0,1.0,2.0,5.0,15.0,3.0,,34.0,34.0,,5.0,10.0,,2.0,14.0,,,,1.0,7.0,95.0,,1.0,82.0,8.0,11.0,6.0,2.0,2.0,28842.61904907227,,12.0,,48.0,8.0,,20.0,,128.0,,1.0,2.0,6.0,8.0,,4.0,179.0,1.0,2.0,2.0,2.0,8.0,5.0,,5.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11961,54,23.0,3.0,4.0,1.0,,57.0,,4.0,4.0,76.0,,,,7.0,1.0,11.0,8.0,37.0,28.0,1.0,2.0,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,15.0,15.0,,,,2.0,9.0,3.0,6.0,,4.0,7.0,2.0,11.0,2.0,38.0,27.0,2.0,2.0,1.0,,,15.0,39.0,,9.0,31.0,4.0,,9.0,7.0,2.0,,,,,,,1.0,4.0,,5.0,,5.0,22.0,10.0,5.0,8.0,1.0,364.0,2.0,2.0,,97.0,,3.0,39.0,9.0,11.0,2.0,63.0,63.0,1.0,3.0,11.0,,9.0,31.0,,,,,27.0,74.0,6.0,4.0,28.0,6.0,2.0,13.0,13.0,10.0,47149.07723999025,,36.0,,84.0,1.0,4.0,9.0,,99.0,,3.0,3.0,7.0,12.0,,,193.0,7.0,12.0,12.0,6.0,1.0,8.0,4.0,11.0,3.0,,,,,3.0,,,,,3.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3062,54,148.0,15.0,6.0,4.0,,215.0,4.0,4.0,18.0,357.0,,,60.0,5.0,3.0,12.0,6.0,36.0,31.0,8.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,1.0,1.0,,,3.0,,,3.0,4.0,,,,4.0,,,,,,,91.0,73.0,1.0,,,6.0,19.0,2.0,7.0,2.0,8.0,19.0,10.0,6.0,5.0,36.0,47.0,6.0,23.0,5.0,,,56.0,0.0,3.0,9.0,138.0,8.0,,6.0,5.0,1.0,,1.0,1.0,1.0,,,6.0,11.0,,16.0,0.0,16.0,89.0,59.0,30.0,1.0,4.0,756.0,4.0,7.0,,414.0,2.0,4.0,121.0,75.0,37.0,1.0,144.0,142.0,7.0,38.0,28.0,,19.0,111.0,,,,3.0,103.0,345.0,6.0,11.0,161.0,38.0,25.0,20.0,38.0,32.0,84783.33926391602,,144.0,1.0,306.0,19.0,4.0,49.0,1.0,429.0,,5.0,3.0,4.0,18.0,1.0,64.0,675.0,13.0,12.0,12.0,15.0,6.0,11.0,5.0,15.0,2.0,,,,1.0,2.0,,,,,2.0,,,,,,,,,,3.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4673,54,407.0,34.0,1.0,1.0,1.0,363.0,11.0,11.0,51.0,769.0,,,1.0,30.0,46.0,33.0,24.0,204.0,155.0,5.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,1.0,,2.0,2.0,2.0,6.0,,0.0,8.0,3.0,,,0.0,8.0,,,,0.0,,,128.0,176.0,,1.0,,3.0,41.0,2.0,45.0,4.0,,1.0,1.0,13.0,9.0,126.0,177.0,3.0,56.0,31.0,,,122.0,40.0,1.0,39.0,279.0,27.0,,36.0,34.0,2.0,,,,,,1.0,32.0,136.0,,54.0,9.0,54.0,235.0,151.0,102.0,13.0,14.0,2417.0,,6.0,0.0,927.0,18.0,1.0,90.0,88.0,10.0,2.0,203.0,201.0,4.0,77.0,95.0,,41.0,291.0,,,,7.0,108.0,763.0,30.0,6.0,455.0,76.0,58.0,5.0,2.0,2.0,286166.2838745117,,177.0,5.0,480.0,31.0,11.0,98.0,,933.0,,9.0,6.0,6.0,94.0,,1.0,1308.0,2.0,18.0,18.0,34.0,11.0,4.0,,65.0,9.0,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,54,718.0,20.0,1.0,1.0,1.0,251.0,10.0,1.0,44.0,968.0,,,13.0,56.0,75.0,23.0,8.0,153.0,121.0,4.0,11.0,,,1.0,,,,,,,1.0,,5.0,10.0,2.0,1.0,6.0,6.0,1.0,,1.0,,2.0,1.0,,2.0,1.0,,,,,,2.0,,,1.0,2.0,6.0,,,5.0,,1.0,70.0,143.0,,1.0,1.0,5.0,15.0,2.0,2.0,7.0,,5.0,3.0,4.0,5.0,80.0,125.0,5.0,143.0,80.0,,,77.0,5.0,2.0,18.0,458.0,23.0,1.0,32.0,28.0,4.0,1.0,,,,,1.0,81.0,119.0,,47.0,7.0,47.0,295.0,191.0,113.0,11.0,14.0,2070.0,2.0,2.0,7.0,1106.0,14.0,,116.0,76.0,14.0,2.0,187.0,186.0,2.0,104.0,37.0,,15.0,303.0,,1.0,,6.0,63.0,952.0,10.0,4.0,781.0,56.0,144.0,3.0,8.0,8.0,204830.1533203125,,112.0,3.0,353.0,62.0,1.0,123.0,1.0,1126.0,,15.0,,,30.0,,13.0,1468.0,27.0,12.0,12.0,20.0,7.0,1.0,4.0,21.0,2.0,,,5.0,10.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,54,128.0,16.0,1.0,1.0,0.0,163.0,5.0,3.0,19.0,290.0,,1.0,47.0,7.0,10.0,21.0,4.0,66.0,51.0,5.0,2.0,,1.0,,,,,,,1.0,,,,,2.0,1.0,,,,,2.0,,2.0,,,,,1.0,2.0,,,3.0,5.0,,1.0,,4.0,1.0,,,,,,54.0,44.0,,,1.0,6.0,14.0,3.0,9.0,,,7.0,4.0,9.0,5.0,34.0,54.0,6.0,19.0,6.0,,,53.0,2.0,5.0,5.0,129.0,6.0,1.0,15.0,12.0,3.0,1.0,,,,,,6.0,27.0,,18.0,1.0,18.0,106.0,56.0,40.0,10.0,7.0,813.0,2.0,3.0,1.0,344.0,,,36.0,67.0,20.0,1.0,121.0,118.0,1.0,24.0,19.0,,14.0,69.0,,1.0,,2.0,78.0,278.0,8.0,5.0,154.0,24.0,22.0,7.0,11.0,11.0,88969.07623291017,,109.0,3.0,215.0,21.0,3.0,40.0,,358.0,,6.0,5.0,15.0,19.0,2.0,63.0,571.0,10.0,11.0,11.0,22.0,6.0,3.0,4.0,16.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8454,54,39.0,1.0,1.0,1.0,,101.0,,19.0,1.0,139.0,1.0,,3.0,28.0,5.0,20.0,7.0,113.0,87.0,8.0,21.0,3.0,1.0,1.0,1.0,3.0,,,2.0,4.0,,2.0,5.0,9.0,5.0,6.0,10.0,4.0,,2.0,5.0,,0.0,1.0,2.0,1.0,6.0,2.0,,,2.0,4.0,27.0,2.0,4.0,2.0,17.0,,2.0,1.0,1.0,1.0,1.0,75.0,29.0,,2.0,4.0,,19.0,7.0,5.0,1.0,,9.0,,39.0,5.0,118.0,45.0,,1.0,1.0,,,8.0,54.0,9.0,30.0,33.0,16.0,6.0,26.0,21.0,5.0,2.0,,,,,4.0,1.0,11.0,2.0,5.0,,5.0,32.0,2.0,1.0,9.0,1.0,1363.0,2.0,6.0,12.0,168.0,3.0,4.0,32.0,39.0,12.0,,173.0,173.0,7.0,3.0,19.0,2.0,19.0,51.0,1.0,,,12.0,69.0,116.0,7.0,8.0,47.0,1.0,1.0,28.0,9.0,9.0,151340.84545898438,,105.0,6.0,153.0,2.0,24.0,4.0,18.0,191.0,3.0,31.0,14.0,4.0,6.0,,3.0,417.0,86.0,47.0,47.0,26.0,6.0,8.0,11.0,6.0,,,,2.0,,,,,,,,0.0,,,,,,,3.0,,,,2.0,,,2.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21731,54,49.0,6.0,17.0,4.0,3.0,146.0,,11.0,1.0,178.0,,,5.0,11.0,1.0,15.0,5.0,97.0,52.0,8.0,3.0,7.0,0.0,,2.0,1.0,1.0,,,,,,,,4.0,,5.0,3.0,,1.0,4.0,,,,4.0,3.0,5.0,,7.0,1.0,5.0,11.0,18.0,,,6.0,20.0,1.0,1.0,,2.0,1.0,3.0,75.0,36.0,5.0,1.0,,,22.0,4.0,6.0,,44.0,32.0,9.0,14.0,1.0,59.0,21.0,,6.0,3.0,,,25.0,,,12.0,65.0,9.0,,25.0,22.0,3.0,,4.0,3.0,3.0,,3.0,3.0,13.0,1.0,8.0,,8.0,29.0,17.0,5.0,7.0,,916.0,8.0,11.0,7.0,238.0,,5.0,95.0,23.0,82.0,1.0,197.0,197.0,5.0,14.0,17.0,1.0,22.0,82.0,1.0,,1.0,13.0,91.0,168.0,5.0,20.0,61.0,20.0,6.0,32.0,84.0,46.0,133767.478515625,1.0,139.0,6.0,274.0,3.0,11.0,14.0,6.0,251.0,3.0,24.0,3.0,3.0,4.0,,7.0,468.0,50.0,16.0,16.0,3.0,4.0,13.0,19.0,4.0,1.0,,3.0,,,13.0,,,,1.0,8.0,,1.0,2.0,,,,,,,5.0,1.0,,39.0,1.0,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7488,54,144.0,8.0,,,1.0,186.0,3.0,13.0,26.0,330.0,,1.0,,4.0,1.0,21.0,4.0,35.0,15.0,7.0,2.0,,,,0.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,5.0,,,,,1.0,1.0,1.0,1.0,,1.0,3.0,4.0,,1.0,,1.0,1.0,,,1.0,,,66.0,36.0,1.0,,1.0,2.0,16.0,2.0,8.0,,2.0,2.0,4.0,5.0,4.0,27.0,32.0,2.0,6.0,1.0,,,44.0,0.0,2.0,10.0,95.0,3.0,1.0,6.0,6.0,,1.0,1.0,1.0,,,1.0,1.0,15.0,,5.0,1.0,5.0,94.0,29.0,26.0,3.0,1.0,477.0,4.0,4.0,2.0,359.0,2.0,2.0,41.0,60.0,12.0,1.0,53.0,53.0,3.0,16.0,17.0,,16.0,111.0,,,,2.0,102.0,324.0,11.0,8.0,156.0,15.0,6.0,12.0,7.0,6.0,68232.44029235843,,120.0,2.0,217.0,3.0,13.0,33.0,,366.0,,6.0,1.0,18.0,10.0,1.0,,451.0,6.0,1.0,1.0,10.0,14.0,11.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12815,54,9.0,3.0,,,,32.0,,2.0,1.0,41.0,,,1.0,4.0,2.0,11.0,2.0,12.0,8.0,1.0,2.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,,,1.0,2.0,4.0,,,1.0,2.0,,,,2.0,,,16.0,16.0,,,,1.0,6.0,2.0,4.0,,5.0,5.0,1.0,3.0,4.0,20.0,12.0,1.0,4.0,2.0,,,4.0,0.0,,4.0,16.0,,,1.0,1.0,,,,,,,,2.0,5.0,,3.0,1.0,3.0,2.0,3.0,,3.0,1.0,125.0,1.0,,2.0,51.0,,2.0,25.0,7.0,8.0,,36.0,36.0,3.0,3.0,10.0,,6.0,20.0,,,,1.0,19.0,38.0,3.0,1.0,12.0,3.0,4.0,10.0,8.0,6.0,21130.32177734377,,26.0,,50.0,3.0,2.0,5.0,2.0,54.0,,5.0,,11.0,4.0,,1.0,108.0,10.0,4.0,4.0,1.0,4.0,5.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,54,70.0,10.0,22.0,15.0,3.0,158.0,5.0,14.0,15.0,206.0,,,2.0,19.0,13.0,20.0,4.0,114.0,98.0,8.0,1.0,1.0,1.0,,,2.0,,,,1.0,,,,1.0,1.0,,,2.0,1.0,6.0,16.0,,,2.0,,,2.0,3.0,4.0,1.0,5.0,14.0,13.0,1.0,,,0.0,1.0,1.0,,4.0,1.0,1.0,91.0,58.0,1.0,,,4.0,21.0,4.0,9.0,,28.0,19.0,19.0,13.0,3.0,53.0,48.0,4.0,18.0,6.0,,1.0,47.0,25.0,2.0,4.0,77.0,10.0,1.0,19.0,17.0,2.0,1.0,2.0,2.0,2.0,,,6.0,31.0,2.0,17.0,,17.0,92.0,22.0,10.0,11.0,2.0,994.0,8.0,7.0,8.0,285.0,4.0,0.0,34.0,58.0,79.0,2.0,175.0,173.0,7.0,20.0,31.0,1.0,21.0,34.0,,,,5.0,74.0,200.0,8.0,15.0,93.0,26.0,20.0,14.0,72.0,47.0,127437.63098144533,1.0,114.0,10.0,273.0,9.0,16.0,30.0,1.0,294.0,,17.0,7.0,10.0,20.0,1.0,2.0,517.0,18.0,12.0,12.0,9.0,6.0,6.0,10.0,17.0,1.0,,3.0,1.0,,7.0,3.0,1.0,,,5.0,,,2.0,,1.0,,,,,9.0,,,25.0,,,,,,,,,,1.0,,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,54,172.0,22.0,33.0,11.0,20.0,510.0,1.0,49.0,32.0,649.0,,2.0,10.0,11.0,1.0,34.0,6.0,83.0,47.0,26.0,9.0,3.0,15.0,,2.0,2.0,1.0,2.0,3.0,4.0,,,,,3.0,7.0,11.0,6.0,1.0,,9.0,,6.0,0.0,,8.0,5.0,7.0,8.0,,1.0,16.0,35.0,,7.0,7.0,35.0,1.0,,1.0,2.0,2.0,1.0,203.0,92.0,,,2.0,1.0,34.0,10.0,10.0,,62.0,36.0,6.0,33.0,3.0,82.0,95.0,1.0,5.0,2.0,,,56.0,45.0,8.0,12.0,192.0,15.0,8.0,19.0,18.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,21.0,1.0,7.0,,7.0,249.0,42.0,27.0,5.0,1.0,1529.0,23.0,28.0,15.0,747.0,,5.0,70.0,188.0,139.0,2.0,292.0,292.0,9.0,38.0,45.0,,34.0,133.0,,,1.0,19.0,328.0,620.0,13.0,51.0,192.0,37.0,5.0,70.0,106.0,60.0,170630.65170288086,1.0,405.0,34.0,691.0,3.0,50.0,50.0,2.0,777.0,,44.0,13.0,19.0,19.0,8.0,10.0,1172.0,82.0,32.0,32.0,23.0,26.0,52.0,16.0,11.0,3.0,3.0,6.0,,,25.0,5.0,1.0,,1.0,23.0,1.0,,1.0,,1.0,,,,,19.0,,,49.0,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9936,54,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13777,54,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16719,54,27.0,,1.0,1.0,6.0,47.0,,19.0,2.0,73.0,,,1.0,21.0,20.0,8.0,4.0,47.0,23.0,8.0,7.0,1.0,2.0,,2.0,2.0,1.0,,,,,,1.0,1.0,5.0,,4.0,2.0,,2.0,11.0,,1.0,,,3.0,3.0,2.0,3.0,,,5.0,11.0,,,,2.0,2.0,,,1.0,,1.0,32.0,12.0,,,,,9.0,7.0,4.0,,,4.0,,6.0,1.0,44.0,34.0,,2.0,1.0,,,12.0,27.0,1.0,11.0,19.0,5.0,,14.0,13.0,1.0,,,,,,,1.0,26.0,,3.0,,3.0,37.0,4.0,2.0,5.0,1.0,460.0,4.0,4.0,2.0,93.0,0.0,,9.0,14.0,5.0,2.0,56.0,56.0,3.0,,9.0,,9.0,17.0,,1.0,1.0,7.0,26.0,61.0,6.0,8.0,31.0,,2.0,5.0,4.0,4.0,41545.7490234375,1.0,46.0,19.0,78.0,,25.0,2.0,5.0,105.0,,16.0,4.0,3.0,5.0,,1.0,180.0,23.0,12.0,12.0,6.0,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,54,7.0,,,,,7.0,,,1.0,14.0,,,,,,3.0,,10.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,7.0,5.0,,,,2.0,,,1.0,,,1.0,,5.0,1.0,6.0,1.0,2.0,,,,,1.0,0.0,,,5.0,,,2.0,2.0,,,1.0,1.0,1.0,,,,2.0,,,,,5.0,1.0,,2.0,1.0,57.0,,1.0,1.0,19.0,,1.0,1.0,6.0,2.0,,12.0,12.0,,5.0,,,,2.0,,,,,5.0,14.0,,1.0,9.0,,,,1.0,1.0,6502.649902343761,,6.0,,11.0,1.0,,2.0,,19.0,,1.0,,3.0,1.0,,,31.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558,54,42.0,5.0,,,,92.0,45.0,,110.0,134.0,,,,,,10.0,1.0,96.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,106.0,,,,,,,,3.0,,,,,3.0,1.0,2.0,,6.0,,2.0,1.0,60.0,2.0,,1.0,271.0,10.0,,17.0,15.0,2.0,,,,,,,,,,1.0,1.0,1.0,15.0,234.0,92.0,5.0,6.0,900.0,,,,113.0,,,25.0,54.0,6.0,1.0,165.0,165.0,,5.0,,,,11.0,,,,,16.0,47.0,,,63.0,7.0,6.0,,,,41593.55688476563,,60.0,,234.0,131.0,,273.0,,297.0,,,,,0.0,,,398.0,0.0,,,1.0,2.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,52.0,3.0,40.0,1.0,1.0,8.0,16.0,5.0,97.0,9.0,92.0,40.0,2.0,3.0,18.0,19.0,37.0,5.0,5.0,9.0,4.0,,,,,,,,,,,,,,,,,,
11289,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
