id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
10457,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13245,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5239,54,206.0,23.0,2.0,1.0,1.0,368.0,,14.0,21.0,572.0,,,3.0,5.0,5.0,14.0,9.0,58.0,29.0,2.0,5.0,,,,1.0,1.0,,,,,,,,1.0,4.0,,,1.0,,,,,2.0,,1.0,3.0,2.0,1.0,8.0,,1.0,10.0,10.0,,,1.0,14.0,1.0,1.0,,,1.0,,74.0,41.0,,,,1.0,13.0,5.0,7.0,,7.0,1.0,2.0,5.0,2.0,28.0,35.0,1.0,5.0,2.0,,,75.0,4.0,,10.0,150.0,8.0,,9.0,8.0,1.0,,1.0,,1.0,,,2.0,16.0,,8.0,,8.0,200.0,70.0,58.0,3.0,2.0,694.0,1.0,3.0,2.0,601.0,,,64.0,68.0,17.0,3.0,56.0,56.0,1.0,15.0,25.0,,13.0,192.0,,,,8.0,159.0,557.0,3.0,4.0,217.0,39.0,5.0,4.0,8.0,3.0,89735.67431640625,,181.0,1.0,407.0,2.0,14.0,29.0,,616.0,1.0,15.0,6.0,6.0,22.0,,3.0,705.0,7.0,0.0,0.0,5.0,9.0,3.0,5.0,13.0,1.0,,,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15369,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13390,54,58.0,1.0,1.0,1.0,4.0,107.0,,22.0,5.0,164.0,,,,44.0,25.0,17.0,10.0,117.0,56.0,9.0,13.0,2.0,4.0,,1.0,2.0,3.0,,2.0,1.0,1.0,,2.0,3.0,6.0,4.0,10.0,4.0,,1.0,3.0,,2.0,,2.0,3.0,5.0,,2.0,,,2.0,24.0,,4.0,2.0,19.0,,,,1.0,1.0,1.0,67.0,27.0,1.0,2.0,3.0,2.0,22.0,6.0,8.0,1.0,,13.0,,32.0,3.0,120.0,63.0,2.0,13.0,11.0,,,23.0,,8.0,17.0,50.0,12.0,4.0,30.0,26.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,11.0,27.0,,1.0,,1.0,56.0,9.0,4.0,8.0,,1095.0,4.0,6.0,8.0,214.0,,6.0,41.0,42.0,13.0,2.0,204.0,204.0,6.0,5.0,16.0,,22.0,62.0,,,3.0,12.0,66.0,143.0,10.0,10.0,72.0,7.0,13.0,30.0,13.0,13.0,118808.29467773438,3.0,107.0,18.0,176.0,,27.0,6.0,11.0,235.0,,26.0,3.0,5.0,10.0,1.0,,474.0,65.0,58.0,58.0,18.0,6.0,10.0,12.0,10.0,3.0,,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
4617,54,291.0,18.0,38.0,14.0,7.0,551.0,,68.0,24.0,804.0,,,13.0,52.0,21.0,30.0,16.0,141.0,110.0,20.0,17.0,,5.0,,5.0,1.0,,,,2.0,2.0,,4.0,6.0,4.0,4.0,8.0,7.0,2.0,,5.0,,5.0,1.0,,5.0,5.0,5.0,8.0,,6.0,17.0,29.0,,2.0,11.0,31.0,,1.0,3.0,1.0,5.0,4.0,177.0,137.0,,5.0,2.0,1.0,38.0,9.0,24.0,6.0,77.0,21.0,22.0,34.0,8.0,136.0,74.0,1.0,31.0,16.0,,1.0,134.0,11.0,4.0,27.0,267.0,22.0,4.0,26.0,23.0,3.0,4.0,4.0,2.0,3.0,,,16.0,71.0,,19.0,1.0,19.0,287.0,89.0,51.0,13.0,3.0,1884.0,20.0,23.0,17.0,942.0,2.0,,142.0,200.0,169.0,3.0,329.0,328.0,10.0,49.0,78.0,,38.0,235.0,1.0,,,16.0,267.0,788.0,17.0,43.0,321.0,51.0,32.0,6.0,143.0,71.0,244849.8350830078,,350.0,22.0,788.0,9.0,68.0,47.0,1.0,966.0,1.0,42.0,9.0,8.0,29.0,3.0,13.0,1378.0,47.0,22.0,22.0,18.0,9.0,6.0,13.0,19.0,4.0,5.0,9.0,2.0,3.0,24.0,7.0,,,,19.0,1.0,,2.0,,,1.0,,,,28.0,1.0,,72.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4489,54,88.0,15.0,,,,113.0,3.0,3.0,13.0,201.0,,,,4.0,5.0,9.0,7.0,55.0,32.0,5.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,2.0,2.0,,,,2.0,,,,,,,32.0,40.0,,,,1.0,7.0,,8.0,1.0,,1.0,1.0,2.0,3.0,22.0,13.0,1.0,12.0,,,,56.0,,,8.0,97.0,6.0,,9.0,9.0,,,,,,,,,29.0,,6.0,,6.0,62.0,50.0,26.0,5.0,1.0,550.0,2.0,3.0,,256.0,4.0,,29.0,30.0,10.0,1.0,65.0,65.0,,14.0,26.0,,7.0,66.0,,,,2.0,50.0,200.0,6.0,5.0,95.0,34.0,12.0,,2.0,2.0,71907.71276855469,,79.0,1.0,164.0,12.0,3.0,31.0,,257.0,,2.0,2.0,3.0,7.0,,,312.0,,3.0,3.0,1.0,1.0,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10336,54,34.0,4.0,4.0,4.0,2.0,98.0,,8.0,6.0,128.0,1.0,1.0,1.0,24.0,8.0,14.0,4.0,124.0,91.0,9.0,6.0,,2.0,,1.0,1.0,1.0,,,,,,3.0,3.0,3.0,,4.0,3.0,,1.0,4.0,,1.0,1.0,,2.0,2.0,3.0,2.0,,1.0,6.0,14.0,,,3.0,9.0,2.0,0.0,1.0,,3.0,,50.0,50.0,2.0,,,7.0,28.0,6.0,13.0,1.0,,18.0,4.0,27.0,2.0,100.0,67.0,7.0,6.0,2.0,,,26.0,32.0,10.0,10.0,62.0,11.0,,20.0,17.0,3.0,,2.0,1.0,2.0,,,2.0,23.0,,8.0,1.0,8.0,47.0,15.0,5.0,9.0,5.0,1028.0,4.0,7.0,4.0,191.0,2.0,7.0,37.0,31.0,26.0,1.0,175.0,175.0,10.0,18.0,22.0,,28.0,33.0,,1.0,1.0,6.0,63.0,127.0,14.0,11.0,46.0,14.0,6.0,52.0,22.0,22.0,132057.95947265625,1.0,105.0,11.0,168.0,4.0,8.0,16.0,4.0,192.0,2.0,16.0,8.0,3.0,13.0,2.0,1.0,435.0,54.0,31.0,31.0,22.0,3.0,25.0,8.0,10.0,1.0,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
19619,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795,54,18.0,,,,,,,,3.0,18.0,,,,,1.0,1.0,,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,0.0,,1.0,,1.0,0.0,,,8.0,1.0,,1.0,1.0,,,,,,,,,,,,,,10.0,3.0,,,1.0,90.0,,,,11.0,,,,2.0,,,6.0,6.0,,,,,,4.0,,,,,,9.0,,,19.0,,0.0,,,,4726.2373046875,,1.0,,3.0,2.0,,7.0,,22.0,,,,,,,,37.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,7.0,1.0,,2.0,2.0,,9.0,1.0,4.0,8.0,,0.0,3.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
22543,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13569,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13778,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13387,54,437.0,29.0,,,2.0,194.0,28.0,,89.0,631.0,,,9.0,27.0,46.0,23.0,7.0,127.0,81.0,3.0,7.0,,1.0,,,,,,,,,,5.0,6.0,1.0,,6.0,2.0,,,3.0,,1.0,1.0,,3.0,3.0,1.0,2.0,,,3.0,3.0,,,1.0,3.0,3.0,,1.0,,,,68.0,108.0,2.0,1.0,,8.0,16.0,2.0,25.0,7.0,,1.0,4.0,4.0,7.0,65.0,93.0,8.0,108.0,68.0,,1.0,102.0,8.0,1.0,10.0,313.0,16.0,,19.0,17.0,2.0,,1.0,,1.0,,,70.0,51.0,,31.0,1.0,31.0,113.0,193.0,97.0,4.0,15.0,1539.0,2.0,2.0,2.0,771.0,8.0,,138.0,28.0,11.0,,187.0,184.0,1.0,71.0,36.0,,16.0,300.0,,1.0,,8.0,58.0,612.0,6.0,4.0,482.0,71.0,111.0,8.0,5.0,5.0,173446.34393310547,1.0,123.0,4.0,317.0,87.0,,183.0,1.0,794.0,1.0,12.0,,7.0,26.0,,11.0,1065.0,19.0,2.0,2.0,14.0,12.0,7.0,5.0,16.0,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
9131,54,12.0,1.0,2.0,2.0,,14.0,,1.0,1.0,24.0,,,1.0,5.0,,2.0,1.0,15.0,8.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,1.0,2.0,1.0,,,3.0,3.0,,,,2.0,,,,,,,11.0,6.0,,1.0,,,7.0,2.0,4.0,,1.0,7.0,2.0,4.0,1.0,18.0,9.0,,0.0,0.0,,,1.0,7.0,1.0,3.0,5.0,1.0,,2.0,1.0,1.0,,,,,,,0.0,3.0,,1.0,,1.0,9.0,3.0,3.0,,,121.0,,1.0,,31.0,,1.0,3.0,6.0,7.0,,25.0,25.0,,4.0,2.0,,7.0,7.0,1.0,,,2.0,6.0,23.0,3.0,1.0,14.0,1.0,0.0,4.0,9.0,9.0,14617.01513671875,,10.0,1.0,27.0,,2.0,1.0,,32.0,,4.0,,1.0,5.0,,1.0,69.0,7.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,54,546.0,54.0,19.0,19.0,13.0,530.0,27.0,6.0,70.0,1057.0,1.0,,240.0,38.0,59.0,33.0,6.0,269.0,207.0,24.0,2.0,,2.0,,,1.0,,,,,,,1.0,2.0,2.0,,1.0,1.0,,,,,2.0,,,2.0,1.0,,4.0,,1.0,5.0,6.0,,,1.0,7.0,1.0,1.0,,,,,251.0,186.0,2.0,,,18.0,53.0,2.0,21.0,3.0,,65.0,58.0,19.0,6.0,105.0,125.0,18.0,86.0,50.0,,,202.0,12.0,2.0,22.0,533.0,28.0,,59.0,53.0,6.0,,2.0,2.0,2.0,,3.0,53.0,145.0,,48.0,9.0,48.0,542.0,209.0,94.0,20.0,15.0,2520.0,13.0,13.0,2.0,1356.0,8.0,3.0,27.0,439.0,114.0,8.0,508.0,504.0,4.0,117.0,65.0,,53.0,46.0,,4.0,,5.0,252.0,1041.0,15.0,26.0,636.0,129.0,90.0,19.0,123.0,123.0,282159.8516845703,,389.0,39.0,859.0,124.0,6.0,205.0,1.0,1372.0,1.0,9.0,1.0,5.0,42.0,1.0,268.0,2096.0,21.0,18.0,18.0,13.0,7.0,11.0,12.0,34.0,3.0,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,
11147,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13821,54,260.0,32.0,16.0,16.0,,276.0,19.0,2.0,41.0,520.0,1.0,,175.0,19.0,21.0,32.0,25.0,223.0,175.0,8.0,3.0,,2.0,,,,,,,,,,,,2.0,,2.0,1.0,,1.0,2.0,,1.0,,,1.0,,1.0,,,,1.0,4.0,,,,4.0,2.0,1.0,,,1.0,,158.0,151.0,1.0,,,14.0,39.0,3.0,19.0,4.0,,43.0,35.0,18.0,8.0,120.0,139.0,14.0,97.0,55.0,,1.0,150.0,6.0,7.0,50.0,350.0,29.0,,39.0,34.0,5.0,,2.0,2.0,2.0,,,57.0,90.0,,60.0,7.0,60.0,93.0,173.0,76.0,13.0,14.0,2637.0,3.0,7.0,1.0,731.0,8.0,9.0,164.0,101.0,84.0,2.0,422.0,418.0,4.0,103.0,44.0,,39.0,134.0,,4.0,,2.0,130.0,518.0,20.0,10.0,323.0,67.0,101.0,44.0,78.0,78.0,303658.3088378906,,218.0,3.0,490.0,91.0,2.0,133.0,2.0,735.0,1.0,6.0,3.0,3.0,72.0,,244.0,1490.0,24.0,29.0,29.0,18.0,11.0,30.0,8.0,53.0,8.0,,,,6.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,54,60.0,,1.0,1.0,10.0,175.0,,40.0,3.0,234.0,,,5.0,65.0,40.0,31.0,4.0,153.0,91.0,19.0,28.0,2.0,3.0,,3.0,,1.0,,2.0,3.0,3.0,,5.0,7.0,5.0,6.0,11.0,12.0,3.0,3.0,12.0,,3.0,,1.0,4.0,5.0,1.0,2.0,,,3.0,33.0,1.0,3.0,8.0,20.0,3.0,,,6.0,5.0,1.0,102.0,30.0,2.0,13.0,5.0,,7.0,6.0,11.0,4.0,2.0,2.0,0.0,21.0,7.0,122.0,70.0,,19.0,16.0,,,32.0,0.0,5.0,21.0,52.0,14.0,6.0,24.0,21.0,3.0,6.0,3.0,,3.0,,3.0,16.0,56.0,2.0,5.0,,5.0,69.0,5.0,4.0,14.0,1.0,1454.0,9.0,14.0,18.0,272.0,2.0,,53.0,51.0,7.0,1.0,122.0,122.0,8.0,6.0,16.0,2.0,7.0,74.0,,,1.0,15.0,109.0,209.0,5.0,23.0,67.0,,19.0,16.0,2.0,2.0,174310.79211425784,1.0,155.0,39.0,232.0,,46.0,3.0,14.0,297.0,,39.0,7.0,17.0,9.0,,5.0,487.0,81.0,29.0,29.0,13.0,10.0,8.0,5.0,8.0,1.0,,,1.0,0.0,,,1.0,,,1.0,2.0,,,,1.0,,7.0,,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
3478,54,1.0,,,,2.0,11.0,,1.0,1.0,12.0,,,,3.0,1.0,4.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,2.0,,,,,1.0,1.0,2.0,2.0,8.0,3.0,,,,,,3.0,0.0,,2.0,1.0,,,0.0,,0.0,,,,,,,,3.0,,,,,,,,1.0,,40.0,,,,14.0,,,1.0,7.0,1.0,,8.0,8.0,3.0,1.0,,,2.0,10.0,,,,,8.0,12.0,2.0,,2.0,,,2.0,2.0,2.0,7537.718933105471,,9.0,4.0,14.0,,1.0,1.0,,14.0,,,,4.0,1.0,,,24.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10439,54,7.0,1.0,,,,7.0,,,,14.0,,,,,,3.0,,0.0,5.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,5.0,2.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,,4.0,,,0.0,0.0,,,,,,,,,,,,,,3.0,4.0,2.0,,,24.0,,,1.0,15.0,,,5.0,,,,6.0,6.0,,2.0,,,1.0,4.0,,,,,,13.0,1.0,,7.0,1.0,1.0,,,,4502.332641601565,,1.0,,9.0,1.0,,1.0,,16.0,,1.0,,3.0,,,1.0,24.0,1.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13584,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4645,54,264.0,12.0,2.0,2.0,6.0,202.0,1.0,20.0,28.0,464.0,,1.0,1.0,25.0,14.0,15.0,18.0,139.0,69.0,4.0,,,3.0,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,,2.0,2.0,,,1.0,1.0,,1.0,2.0,2.0,,1.0,5.0,8.0,,1.0,,7.0,,,,1.0,1.0,,116.0,85.0,,2.0,1.0,1.0,26.0,3.0,25.0,3.0,,6.0,0.0,19.0,2.0,104.0,68.0,1.0,16.0,8.0,,1.0,64.0,,,34.0,162.0,15.0,1.0,30.0,26.0,4.0,,,,,,1.0,8.0,43.0,1.0,20.0,2.0,20.0,155.0,65.0,38.0,8.0,6.0,1277.0,4.0,,3.0,537.0,6.0,,60.0,85.0,17.0,2.0,142.0,142.0,1.0,42.0,42.0,1.0,26.0,130.0,,1.0,,4.0,81.0,438.0,13.0,4.0,298.0,37.0,16.0,10.0,6.0,6.0,161845.9423828125,,122.0,11.0,271.0,9.0,20.0,56.0,1.0,563.0,,10.0,4.0,,37.0,2.0,1.0,739.0,12.0,18.0,18.0,9.0,5.0,8.0,5.0,35.0,7.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
