id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
4573,21,36.0,4.0,,61.0,41.0,,71.0,97.0,,,2.0,13.0,157.0,117.0,,,,,,,,,,,,,,,,,,,,136.0,,,1.0,2.0,,,,6.0,1.0,3.0,,15.0,,2.0,112.0,0.0,,,198.0,13.0,23.0,22.0,1.0,,,,1.0,,12.0,286.0,105.0,6.0,23.0,1170.0,,,,,34.0,39.0,8.0,217.0,216.0,9.0,,16.0,,,28.0,,64.0,9.0,16.0,,,,,88.0,,162.0,143.0,,192.0,226.0,,,1.0,,592.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,66.0,,150.0,,70.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,68.0,4.0,,,14.0,39.0,,20.0,107.0,14.0,41.0,28.0,70.0,2.0,4.0,20.0,7.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
3566,21,2.0,,,8.0,,,1.0,10.0,,3.0,1.0,1.0,6.0,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,4.0,2.0,,,,,1.0,0.0,1.0,,2.0,1.0,3.0,2.0,1.0,,,,,,2.0,,,1.0,,45.0,,,,,2.0,3.0,,6.0,6.0,,,5.0,,,2.0,,2.0,,,1.0,2.0,2.0,,2.0,1.0,12.0,,,1.0,12.0,,1.0,,,17.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,21,176.0,37.0,5.0,354.0,,37.0,31.0,516.0,5.0,2.0,5.0,22.0,81.0,82.0,17.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4.0,10.0,3.0,2.0,1.0,2.0,3.0,6.0,13.0,3.0,86.0,64.0,,4.0,14.0,5.0,36.0,2.0,28.0,4.0,67.0,64.0,,,,1.0,108.0,0.0,13.0,,224.0,12.0,13.0,12.0,1.0,3.0,3.0,2.0,12.0,8.0,126.0,84.0,56.0,4.0,2.0,1159.0,,12.0,12.0,3.0,135.0,73.0,52.0,245.0,239.0,28.0,32.0,199.0,2.0,7.0,199.0,24.0,195.0,76.0,6.0,22.0,67.0,48.0,2.0,278.0,7.0,507.0,6.0,38.0,48.0,635.0,14.0,2.0,44.0,5.0,879.0,19.0,19.0,4.0,14.0,11.0,13.0,39.0,,10.0,14.0,11.0,1.0,,,,,2.0,,,,2.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,8.0,,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,,1.0,3.0,,3.0,2.0,2.0,1.0,,1.0,,,,23.0,10.0,3.0,1.0,,,19.0,,8.0,,1.0,,,,23.0,,19.0,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,
3430,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,21,9.0,,,4.0,,,2.0,13.0,,1.0,,3.0,2.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,1.0,,1.0,,2.0,2.0,6.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,3.0,,1.0,1.0,,,,,,,5.0,1.0,,1.0,,41.0,,,,,2.0,3.0,,6.0,6.0,2.0,1.0,5.0,,1.0,1.0,,10.0,1.0,1.0,1.0,1.0,1.0,,1.0,,6.0,,,3.0,15.0,2.0,,1.0,,25.0,,,,,,,1.0,,3.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,21,65.0,,5.0,111.0,,13.0,2.0,173.0,,17.0,11.0,21.0,97.0,66.0,2.0,,3.0,1.0,,2.0,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,11.0,11.0,50.0,45.0,2.0,4.0,4.0,1.0,18.0,3.0,27.0,4.0,83.0,65.0,2.0,2.0,,,27.0,0.0,18.0,,68.0,9.0,13.0,8.0,5.0,2.0,2.0,,4.0,4.0,76.0,12.0,7.0,7.0,1.0,818.0,,1.0,3.0,,25.0,56.0,15.0,147.0,147.0,25.0,17.0,37.0,2.0,3.0,64.0,4.0,76.0,2.0,2.0,29.0,21.0,21.0,2.0,103.0,14.0,176.0,4.0,14.0,5.0,231.0,14.0,5.0,18.0,,383.0,24.0,24.0,25.0,10.0,11.0,8.0,17.0,1.0,12.0,3.0,3.0,3.0,,,,,,1.0,,,3.0,2.0,4.0,,1.0,,,1.0,,2.0,4.0,,1.0,3.0,,1.0,3.0,1.0,6.0,2.0,1.0,1.0,7.0,2.0,3.0,1.0,,7.0,2.0,,,,,,,1.0,,,,,1.0,,,,,4.0,1.0,,,,1.0,,3.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
4578,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,21,95.0,30.0,,214.0,154.0,,241.0,309.0,,2.0,6.0,38.0,377.0,260.0,1.0,,,,,,,,,,,,,,,,,,,383.0,,,3.0,11.0,,,1.0,12.0,6.0,17.0,,46.0,,,370.0,38.0,1.0,,686.0,38.0,54.0,47.0,7.0,,,,,,24.0,939.0,354.0,17.0,31.0,3420.0,,,1.0,,91.0,94.0,18.0,651.0,648.0,73.0,,36.0,,,119.0,1.0,140.0,52.0,49.0,1.0,,,,325.0,,606.0,448.0,,652.0,746.0,,,2.0,,1638.0,3.0,3.0,8.0,9.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,80.0,,356.0,,82.0,,,,,,,,,,,,2.0,,,,,,,,,,,156.0,26.0,1.0,3.0,41.0,86.0,4.0,47.0,263.0,39.0,93.0,56.0,149.0,9.0,8.0,52.0,27.0,,,,,,,,,,,,,,,,,9.0,4.0,,,,,,
4033,21,1.0,,,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,1.0,,,,,,,1.0,,,,,,,,3.0,,,,,,,,3.0,,,,,,,,,1.0,,3.0,,,,,,,,,,,1.0,,,,,4.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3958,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,21,6.0,,1.0,23.0,,1.0,,25.0,2.0,2.0,,4.0,8.0,3.0,,,,,,,,,,,,,,,,,,,10.0,2.0,,,,,6.0,2.0,2.0,1.0,9.0,2.0,,,,,2.0,0.0,1.0,,8.0,,,,,,,,1.0,1.0,9.0,1.0,1.0,3.0,,48.0,,,,,3.0,11.0,6.0,19.0,19.0,,2.0,5.0,,,10.0,,7.0,1.0,,6.0,8.0,8.0,,15.0,1.0,33.0,,1.0,1.0,32.0,,,,2.0,53.0,2.0,2.0,,,2.0,3.0,,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,21,6.0,1.0,,12.0,,2.0,1.0,18.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,1.0,,1.0,,,,,1.0,0.0,,,4.0,,,,,,,,1.0,1.0,3.0,2.0,2.0,,,21.0,,,,,3.0,3.0,,2.0,2.0,,2.0,8.0,,,6.0,,7.0,2.0,,,,,,6.0,,13.0,,2.0,2.0,20.0,,,1.0,,22.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,21,323.0,5.0,,41.0,1.0,1.0,30.0,364.0,,28.0,26.0,11.0,108.0,86.0,1.0,,4.0,,1.0,,2.0,3.0,2.0,,1.0,,1.0,,,,,,38.0,18.0,3.0,1.0,6.0,1.0,,,2.0,2.0,40.0,48.0,3.0,51.0,35.0,2.0,13.0,0.0,4.0,,145.0,10.0,16.0,16.0,,,,74.0,19.0,11.0,108.0,41.0,25.0,4.0,11.0,923.0,5.0,,1.0,8.0,4.0,17.0,,101.0,40.0,9.0,9.0,109.0,,2.0,11.0,1.0,337.0,7.0,112.0,2.0,,,,20.0,,63.0,14.0,1.0,38.0,400.0,4.0,,13.0,,574.0,2.0,2.0,7.0,5.0,2.0,,11.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,21,535.0,46.0,,236.0,25.0,3.0,65.0,770.0,,57.0,127.0,36.0,329.0,223.0,8.0,,17.0,,1.0,,12.0,18.0,13.0,,4.0,,4.0,,,,,5.0,77.0,99.0,13.0,5.0,11.0,8.0,1.0,,8.0,7.0,96.0,195.0,13.0,145.0,98.0,3.0,141.0,185.0,20.0,,490.0,36.0,55.0,44.0,11.0,2.0,,201.0,32.0,23.0,247.0,257.0,162.0,16.0,55.0,3240.0,45.0,5.0,5.0,34.0,17.0,131.0,17.0,342.0,202.0,70.0,29.0,133.0,,13.0,84.0,10.0,588.0,100.0,285.0,6.0,1.0,1.0,,178.0,2.0,360.0,74.0,3.0,138.0,947.0,25.0,,37.0,,1414.0,13.0,13.0,25.0,13.0,6.0,5.0,27.0,5.0,,1.0,1.0,,3.0,,,,1.0,,3.0,3.0,5.0,3.0,4.0,,,,,,,,,7.0,1.0,,,2.0,1.0,2.0,,3.0,,,7.0,,,,3.0,,3.0,,,,1.0,,5.0,1.0,,2.0,,,1.0,,6.0,,,,,,,,4.0,,17.0,,14.0,,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,2.0,,,,,,,,
4224,21,615.0,45.0,5.0,790.0,7.0,31.0,135.0,1404.0,33.0,26.0,23.0,34.0,212.0,165.0,24.0,1.0,10.0,2.0,,1.0,1.0,3.0,4.0,6.0,1.0,,2.0,5.0,3.0,13.0,26.0,19.0,243.0,162.0,10.0,8.0,34.0,2.0,8.0,2.0,37.0,9.0,142.0,153.0,10.0,15.0,5.0,3.0,174.0,350.0,32.0,,466.0,24.0,56.0,47.0,9.0,2.0,2.0,9.0,53.0,42.0,529.0,213.0,143.0,17.0,11.0,2407.0,,12.0,15.0,25.0,277.0,158.0,28.0,366.0,344.0,61.0,96.0,413.0,1.0,8.0,252.0,27.0,685.0,82.0,37.0,28.0,10.0,10.0,1.0,342.0,18.0,976.0,37.0,32.0,171.0,1651.0,28.0,4.0,89.0,34.0,2064.0,30.0,30.0,26.0,8.0,15.0,6.0,76.0,5.0,10.0,1.0,1.0,2.0,,,,,1.0,,1.0,1.0,3.0,3.0,4.0,,2.0,,2.0,5.0,,2.0,6.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,,12.0,2.0,5.0,,1.0,,7.0,,,1.0,,,2.0,2.0,,,3.0,,2.0,1.0,2.0,,,,4.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,21,93.0,5.0,,30.0,32.0,,47.0,123.0,,,,11.0,80.0,44.0,,,,,,,,,,,,,,,,,,,,105.0,,,,,,,,2.0,,,,7.0,,2.0,40.0,38.0,,,167.0,11.0,17.0,16.0,1.0,,,,,,43.0,195.0,56.0,4.0,5.0,990.0,,,,,23.0,16.0,1.0,160.0,160.0,16.0,,11.0,,,7.0,,110.0,7.0,7.0,,,,,35.0,,111.0,112.0,,141.0,221.0,,,,,451.0,1.0,1.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,101.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,43.0,5.0,,,5.0,17.0,3.0,7.0,82.0,4.0,18.0,8.0,26.0,,1.0,7.0,5.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
4365,21,17.0,5.0,7.0,51.0,,6.0,1.0,63.0,3.0,37.0,27.0,19.0,51.0,36.0,8.0,,3.0,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,6.0,3.0,26.0,8.0,,,4.0,,14.0,3.0,10.0,7.0,72.0,36.0,,1.0,1.0,,22.0,0.0,16.0,,45.0,4.0,14.0,10.0,4.0,,,3.0,1.0,1.0,27.0,6.0,3.0,7.0,,466.0,,3.0,5.0,,13.0,34.0,8.0,112.0,110.0,1.0,5.0,27.0,,4.0,28.0,8.0,21.0,7.0,3.0,11.0,17.0,17.0,2.0,83.0,38.0,121.0,1.0,6.0,4.0,125.0,6.0,3.0,2.0,3.0,203.0,16.0,16.0,6.0,5.0,1.0,6.0,2.0,1.0,15.0,5.0,5.0,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,,,2.0,,1.0,3.0,1.0,1.0,5.0,2.0,,2.0,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,4.0,,6.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,
2054,21,434.0,11.0,,116.0,6.0,,69.0,550.0,6.0,22.0,28.0,19.0,116.0,67.0,,,4.0,,,,1.0,3.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,70.0,55.0,6.0,2.0,1.0,3.0,2.0,2.0,6.0,2.0,34.0,48.0,6.0,112.0,66.0,2.0,52.0,120.0,5.0,,199.0,16.0,24.0,23.0,1.0,,,98.0,32.0,28.0,251.0,92.0,59.0,6.0,19.0,1525.0,17.0,,,13.0,8.0,87.0,5.0,132.0,71.0,40.0,14.0,88.0,,2.0,29.0,,446.0,21.0,173.0,1.0,4.0,4.0,,60.0,,166.0,34.0,,98.0,608.0,6.0,,17.0,6.0,886.0,3.0,3.0,2.0,11.0,1.0,1.0,14.0,1.0,3.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,1.0,,,,1.0,,1.0,,,2.0,,1.0,,,4.0,2.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,21,602.0,53.0,1.0,710.0,9.0,73.0,98.0,1310.0,9.0,24.0,13.0,28.0,263.0,186.0,29.0,,6.0,4.0,1.0,,2.0,2.0,6.0,3.0,1.0,3.0,6.0,11.0,12.0,26.0,33.0,33.0,170.0,245.0,8.0,15.0,21.0,7.0,7.0,12.0,70.0,5.0,170.0,155.0,8.0,7.0,3.0,,203.0,224.0,41.0,,522.0,28.0,41.0,35.0,6.0,2.0,2.0,6.0,42.0,33.0,457.0,184.0,133.0,12.0,5.0,2515.0,,10.0,21.0,7.0,107.0,235.0,44.0,390.0,385.0,111.0,124.0,380.0,,18.0,297.0,31.0,667.0,95.0,12.0,47.0,19.0,19.0,,401.0,7.0,881.0,38.0,73.0,134.0,1529.0,38.0,1.0,65.0,9.0,1935.0,46.0,46.0,47.0,11.0,30.0,10.0,47.0,3.0,,2.0,2.0,2.0,2.0,,,,,,,,4.0,2.0,,,,,,3.0,,2.0,3.0,1.0,1.0,,,2.0,1.0,1.0,7.0,2.0,2.0,3.0,5.0,6.0,10.0,1.0,1.0,,4.0,,,2.0,4.0,,8.0,,,2.0,,,1.0,,2.0,,,1.0,4.0,,1.0,,4.0,,41.0,,30.0,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,2.0,,,
2011,21,21.0,2.0,,35.0,32.0,,41.0,56.0,,,1.0,8.0,74.0,52.0,,,,,,,,,,,,,,,,,,,,64.0,,,,1.0,,,,1.0,,1.0,,9.0,,,56.0,0.0,,,93.0,8.0,11.0,10.0,1.0,,,,,,10.0,160.0,68.0,4.0,2.0,720.0,,,,,21.0,13.0,1.0,102.0,102.0,8.0,,7.0,,,16.0,,29.0,3.0,9.0,,,,,38.0,,81.0,73.0,,90.0,110.0,,,,,302.0,,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,96.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,50.0,4.0,,,6.0,16.0,1.0,8.0,48.0,5.0,14.0,13.0,27.0,,1.0,9.0,4.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,
1756,21,96.0,12.0,,153.0,11.0,,19.0,237.0,71.0,3.0,4.0,12.0,81.0,78.0,4.0,,,,,,,,,,,,,,,,,,44.0,41.0,6.0,,5.0,1.0,16.0,17.0,9.0,2.0,30.0,35.0,6.0,26.0,7.0,,82.0,45.0,12.0,,154.0,9.0,16.0,13.0,3.0,2.0,2.0,10.0,7.0,4.0,16.0,74.0,42.0,5.0,14.0,873.0,3.0,1.0,5.0,5.0,131.0,3.0,23.0,125.0,113.0,24.0,16.0,83.0,,,83.0,6.0,109.0,24.0,38.0,4.0,33.0,33.0,,116.0,,221.0,26.0,,42.0,297.0,,2.0,22.0,87.0,522.0,3.0,3.0,6.0,5.0,3.0,6.0,18.0,,3.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,19.0,,16.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3868,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
