id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
2217,21,363.0,15.0,2.0,79.0,12.0,1.0,40.0,442.0,,29.0,40.0,26.0,199.0,151.0,3.0,,5.0,,,,5.0,7.0,6.0,1.0,,,2.0,,,,,2.0,66.0,43.0,3.0,,13.0,7.0,,1.0,2.0,9.0,68.0,101.0,3.0,120.0,50.0,1.0,64.0,174.0,24.0,,235.0,25.0,40.0,30.0,10.0,,,79.0,44.0,36.0,164.0,124.0,58.0,11.0,17.0,2225.0,16.0,2.0,1.0,19.0,16.0,47.0,15.0,206.0,141.0,37.0,6.0,104.0,,6.0,25.0,3.0,403.0,31.0,185.0,1.0,1.0,1.0,,82.0,3.0,167.0,47.0,1.0,79.0,569.0,10.0,2.0,42.0,,901.0,5.0,5.0,18.0,6.0,1.0,2.0,28.0,4.0,1.0,,,1.0,2.0,,,1.0,,,2.0,,,3.0,1.0,,1.0,,2.0,,,1.0,,4.0,,1.0,,,2.0,2.0,,3.0,,,4.0,,,,,1.0,6.0,,,,1.0,,2.0,,,,,,,,11.0,,,,,,,,,,,1.0,,,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4548,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,21,74.0,6.0,1.0,181.0,,22.0,10.0,253.0,,1.0,1.0,14.0,30.0,39.0,8.0,,4.0,4.0,,,1.0,1.0,3.0,16.0,1.0,1.0,,5.0,2.0,9.0,17.0,2.0,73.0,32.0,,9.0,6.0,,6.0,,11.0,4.0,31.0,30.0,,1.0,,1.0,36.0,0.0,12.0,,77.0,8.0,7.0,6.0,1.0,,,,5.0,4.0,99.0,24.0,17.0,2.0,,602.0,,4.0,4.0,,41.0,53.0,13.0,89.0,88.0,8.0,20.0,49.0,,5.0,92.0,8.0,81.0,12.0,2.0,13.0,17.0,6.0,,121.0,4.0,234.0,,22.0,16.0,298.0,19.0,8.0,11.0,,398.0,12.0,12.0,7.0,8.0,11.0,8.0,11.0,1.0,6.0,2.0,,1.0,,,,,,,,,4.0,,3.0,,5.0,,,2.0,,,,,1.0,1.0,,,,,2.0,,,1.0,5.0,,4.0,,,,,2.0,,2.0,1.0,,3.0,2.0,1.0,,12.0,,,,,1.0,11.0,,3.0,,,,,,12.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
4571,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3684,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4691,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,21,265.0,16.0,14.0,681.0,,39.0,23.0,907.0,48.0,59.0,30.0,30.0,160.0,163.0,36.0,,1.0,12.0,,1.0,,,4.0,2.0,,1.0,3.0,1.0,1.0,2.0,14.0,15.0,228.0,155.0,7.0,10.0,13.0,6.0,149.0,14.0,46.0,5.0,197.0,150.0,7.0,8.0,4.0,2.0,110.0,68.0,37.0,1.0,314.0,24.0,30.0,27.0,3.0,5.0,4.0,11.0,24.0,19.0,466.0,71.0,42.0,4.0,3.0,2210.0,1.0,18.0,23.0,2.0,18.0,460.0,47.0,452.0,440.0,73.0,68.0,70.0,1.0,5.0,396.0,41.0,292.0,26.0,20.0,87.0,163.0,163.0,3.0,490.0,33.0,949.0,17.0,40.0,37.0,1078.0,17.0,7.0,57.0,54.0,1643.0,26.0,26.0,21.0,21.0,42.0,33.0,45.0,,6.0,39.0,39.0,,,,,,1.0,,,,9.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,10.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,13.0,14.0,,1.0,10.0,6.0,,,,1.0,,1.0,,,,,,4.0,,,1.0,,4.0,5.0,,1.0,,,,62.0,,55.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,1.0,,,
4652,21,234.0,3.0,,249.0,1.0,2.0,12.0,476.0,104.0,16.0,9.0,14.0,109.0,80.0,5.0,,1.0,4.0,,,,,1.0,2.0,,,1.0,,1.0,1.0,5.0,4.0,112.0,59.0,4.0,,7.0,3.0,26.0,9.0,10.0,6.0,53.0,77.0,4.0,18.0,7.0,,64.0,0.0,16.0,,188.0,11.0,16.0,15.0,1.0,,,15.0,31.0,24.0,235.0,55.0,31.0,4.0,14.0,1012.0,,4.0,1.0,2.0,15.0,191.0,10.0,160.0,144.0,40.0,17.0,25.0,,2.0,117.0,5.0,266.0,7.0,34.0,11.0,35.0,35.0,,146.0,2.0,329.0,19.0,2.0,24.0,560.0,6.0,,44.0,112.0,879.0,6.0,6.0,17.0,4.0,7.0,6.0,32.0,2.0,3.0,7.0,7.0,,,,,,,,,,,1.0,3.0,1.0,,,,,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,4.0,1.0,2.0,,,3.0,3.0,,,,,,1.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,21,120.0,7.0,,151.0,2.0,12.0,12.0,266.0,1.0,8.0,6.0,15.0,68.0,32.0,9.0,1.0,1.0,,,,,,,4.0,,,,5.0,1.0,6.0,6.0,4.0,65.0,41.0,,7.0,5.0,,4.0,7.0,6.0,5.0,23.0,23.0,,5.0,2.0,,46.0,256.0,3.0,,102.0,4.0,16.0,15.0,1.0,,,3.0,13.0,12.0,80.0,44.0,27.0,7.0,2.0,481.0,,3.0,7.0,4.0,19.0,58.0,16.0,74.0,69.0,18.0,19.0,65.0,,1.0,60.0,10.0,127.0,15.0,10.0,5.0,16.0,12.0,1.0,84.0,,201.0,9.0,13.0,23.0,312.0,8.0,1.0,9.0,1.0,397.0,3.0,3.0,5.0,3.0,3.0,4.0,7.0,,11.0,5.0,4.0,1.0,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,2.0,,,,,,1.0,,1.0,4.0,,,,,1.0,1.0,1.0,1.0,,1.0,,,,4.0,1.0,,,,,4.0,1.0,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,21,294.0,20.0,,57.0,76.0,,118.0,351.0,,,8.0,26.0,232.0,139.0,2.0,,,,,,,,,,,,,,,,,,,256.0,1.0,,2.0,7.0,,,,9.0,2.0,16.0,1.0,16.0,,2.0,57.0,27.0,,,380.0,26.0,38.0,34.0,4.0,,,1.0,,,89.0,330.0,95.0,10.0,12.0,2312.0,,2.0,,,14.0,46.0,1.0,306.0,304.0,37.0,,78.0,,,8.0,2.0,345.0,31.0,18.0,1.0,,,,42.0,,202.0,225.0,,298.0,547.0,,2.0,,,1087.0,,,6.0,7.0,1.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,131.0,,200.0,,134.0,,,,,,,,,,,,5.0,,,,,,,,,,,96.0,5.0,,6.0,9.0,37.0,8.0,33.0,186.0,12.0,60.0,31.0,91.0,9.0,4.0,33.0,5.0,,,,,,,,,,,,,,,,,2.0,5.0,1.0,,,,,
4310,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,21,3.0,,,16.0,13.0,,16.0,19.0,,,1.0,4.0,48.0,34.0,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,2.0,,5.0,1.0,,41.0,0.0,,,51.0,4.0,10.0,7.0,3.0,,,1.0,,,3.0,91.0,30.0,4.0,4.0,360.0,,,,,7.0,13.0,3.0,68.0,68.0,,,1.0,,,11.0,,7.0,,5.0,,,,,30.0,,48.0,38.0,,52.0,55.0,,,,,144.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,46.0,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,16.0,1.0,,,2.0,3.0,2.0,4.0,17.0,3.0,5.0,7.0,12.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
2686,21,190.0,43.0,,318.0,2.0,13.0,80.0,507.0,1.0,5.0,3.0,12.0,53.0,40.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,6.0,11.0,11.0,12.0,48.0,40.0,,1.0,12.0,1.0,2.0,5.0,5.0,2.0,36.0,28.0,,5.0,2.0,,100.0,0.0,13.0,,150.0,7.0,14.0,12.0,2.0,,,5.0,27.0,20.0,177.0,89.0,69.0,7.0,2.0,624.0,,1.0,2.0,5.0,94.0,92.0,19.0,105.0,98.0,17.0,21.0,204.0,,7.0,118.0,3.0,202.0,65.0,12.0,5.0,12.0,9.0,,157.0,,389.0,5.0,13.0,101.0,579.0,14.0,4.0,17.0,1.0,693.0,6.0,6.0,6.0,3.0,2.0,4.0,12.0,,5.0,1.0,,,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,,,,4.0,,,5.0,,4.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,6.0,,2.0,,,,1.0,1.0,,,1.0,,1.0,,,,3.0,2.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,21,16.0,2.0,8.0,81.0,,17.0,3.0,97.0,2.0,30.0,20.0,12.0,55.0,40.0,7.0,,2.0,6.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,5.0,12.0,11.0,36.0,6.0,,6.0,6.0,,4.0,,15.0,3.0,67.0,40.0,,2.0,2.0,,14.0,0.0,10.0,,40.0,3.0,7.0,7.0,,,,3.0,3.0,3.0,46.0,9.0,6.0,8.0,1.0,451.0,1.0,4.0,3.0,1.0,26.0,37.0,10.0,99.0,97.0,2.0,2.0,32.0,1.0,2.0,36.0,7.0,30.0,5.0,4.0,8.0,4.0,4.0,1.0,70.0,28.0,128.0,2.0,21.0,5.0,154.0,13.0,1.0,7.0,3.0,239.0,12.0,12.0,11.0,1.0,2.0,8.0,4.0,1.0,9.0,,,,,,,,,,,1.0,5.0,,3.0,,,,,2.0,,,4.0,,1.0,2.0,1.0,,1.0,,4.0,,,,5.0,,2.0,,,3.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,21,38.0,1.0,,7.0,,,3.0,45.0,,6.0,11.0,3.0,30.0,7.0,1.0,,,,,,,,,,,,,,,,,,7.0,3.0,1.0,,1.0,,,,1.0,1.0,10.0,15.0,1.0,5.0,4.0,,2.0,0.0,2.0,,23.0,2.0,4.0,3.0,1.0,,,17.0,1.0,1.0,11.0,3.0,2.0,2.0,1.0,162.0,1.0,1.0,,4.0,1.0,3.0,1.0,25.0,6.0,3.0,,9.0,,,4.0,1.0,40.0,1.0,24.0,,,,,6.0,1.0,10.0,,,3.0,50.0,,1.0,4.0,,85.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,21,2.0,1.0,,6.0,,,1.0,8.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,0.0,,,2.0,,,,,,,,,,3.0,2.0,2.0,,,6.0,,,,,3.0,1.0,,2.0,2.0,,,2.0,,,2.0,,2.0,1.0,,,1.0,1.0,,2.0,,7.0,,,1.0,8.0,,,,,10.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,21,85.0,7.0,6.0,385.0,1.0,31.0,8.0,441.0,2.0,18.0,7.0,32.0,156.0,124.0,21.0,7.0,28.0,21.0,2.0,7.0,4.0,4.0,11.0,16.0,5.0,4.0,4.0,11.0,10.0,27.0,74.0,67.0,152.0,89.0,,25.0,9.0,3.0,73.0,20.0,43.0,9.0,138.0,105.0,,,,,44.0,231.0,10.0,,120.0,24.0,27.0,21.0,6.0,10.0,7.0,3.0,11.0,9.0,167.0,22.0,13.0,6.0,,2282.0,2.0,14.0,24.0,,36.0,219.0,47.0,389.0,384.0,28.0,42.0,92.0,7.0,23.0,253.0,38.0,91.0,15.0,5.0,108.0,173.0,104.0,21.0,323.0,15.0,613.0,4.0,34.0,15.0,531.0,87.0,9.0,16.0,2.0,1051.0,28.0,28.0,35.0,17.0,47.0,29.0,15.0,3.0,8.0,29.0,16.0,5.0,3.0,3.0,6.0,2.0,,4.0,,,14.0,14.0,19.0,3.0,3.0,,2.0,6.0,10.0,11.0,22.0,2.0,7.0,10.0,7.0,11.0,8.0,8.0,17.0,14.0,13.0,3.0,39.0,15.0,19.0,,1.0,26.0,3.0,13.0,3.0,2.0,3.0,2.0,6.0,1.0,,,76.0,11.0,7.0,3.0,,2.0,69.0,8.0,9.0,,,,,,,,,2.0,,,7.0,,,,3.0,,,,2.0,1.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,3.0,,,,,,,,,,
2279,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,21,238.0,24.0,3.0,298.0,1.0,24.0,43.0,531.0,10.0,12.0,16.0,26.0,106.0,116.0,3.0,5.0,2.0,,,,,,,,1.0,,,1.0,1.0,3.0,3.0,5.0,107.0,73.0,2.0,2.0,13.0,2.0,11.0,5.0,9.0,11.0,65.0,66.0,2.0,14.0,5.0,,87.0,288.0,29.0,,170.0,12.0,21.0,18.0,3.0,,,12.0,39.0,24.0,176.0,85.0,66.0,8.0,5.0,1388.0,,5.0,3.0,12.0,79.0,122.0,26.0,177.0,162.0,26.0,46.0,181.0,,1.0,114.0,8.0,260.0,44.0,29.0,5.0,27.0,20.0,,165.0,5.0,401.0,12.0,25.0,56.0,634.0,5.0,1.0,31.0,16.0,848.0,14.0,14.0,16.0,7.0,3.0,2.0,23.0,2.0,14.0,5.0,2.0,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,2.0,,,5.0,1.0,1.0,,2.0,3.0,1.0,1.0,,2.0,9.0,3.0,2.0,,,,,,,,7.0,4.0,,,3.0,,7.0,,,,,,2.0,,8.0,1.0,6.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
1353,21,379.0,7.0,,116.0,6.0,1.0,23.0,495.0,1.0,15.0,33.0,14.0,75.0,56.0,,,5.0,,,,3.0,7.0,3.0,,1.0,,2.0,,,,1.0,,52.0,53.0,,,2.0,4.0,1.0,,2.0,2.0,25.0,49.0,,47.0,27.0,,46.0,138.0,6.0,,245.0,11.0,10.0,7.0,3.0,,,44.0,18.0,14.0,104.0,112.0,77.0,2.0,10.0,950.0,8.0,,,10.0,67.0,11.0,3.0,93.0,69.0,33.0,19.0,156.0,,3.0,24.0,,395.0,20.0,71.0,,1.0,1.0,,50.0,,163.0,22.0,1.0,47.0,557.0,7.0,2.0,12.0,1.0,691.0,3.0,3.0,4.0,10.0,,,10.0,,3.0,,,,1.0,,,,,1.0,4.0,,,4.0,,,,,,,,,,2.0,,,,,,2.0,,4.0,1.0,,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,3.0,,61.0,1.0,57.0,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,21,43.0,1.0,,62.0,,6.0,6.0,103.0,,6.0,4.0,5.0,27.0,5.0,2.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,21.0,14.0,,,,,1.0,1.0,4.0,1.0,12.0,17.0,,5.0,1.0,,18.0,0.0,1.0,,49.0,3.0,6.0,5.0,1.0,,,7.0,1.0,1.0,32.0,15.0,6.0,4.0,1.0,230.0,,,2.0,2.0,10.0,14.0,5.0,43.0,35.0,5.0,9.0,28.0,,1.0,23.0,2.0,49.0,5.0,13.0,3.0,3.0,2.0,,32.0,1.0,84.0,3.0,6.0,11.0,130.0,1.0,1.0,8.0,,171.0,2.0,2.0,3.0,,2.0,,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,21,226.0,17.0,57.0,487.0,2.0,52.0,4.0,697.0,6.0,155.0,126.0,38.0,269.0,269.0,33.0,1.0,25.0,6.0,,1.0,6.0,9.0,17.0,5.0,5.0,5.0,4.0,2.0,6.0,12.0,33.0,42.0,258.0,167.0,10.0,13.0,16.0,11.0,55.0,18.0,66.0,15.0,319.0,235.0,10.0,23.0,15.0,,97.0,380.0,44.0,,326.0,38.0,45.0,39.0,6.0,1.0,,19.0,25.0,22.0,257.0,82.0,41.0,14.0,15.0,3310.0,1.0,17.0,18.0,2.0,122.0,262.0,59.0,579.0,554.0,70.0,84.0,170.0,1.0,26.0,276.0,35.0,278.0,35.0,48.0,57.0,73.0,73.0,3.0,467.0,148.0,806.0,24.0,56.0,21.0,1011.0,59.0,7.0,36.0,6.0,1519.0,70.0,70.0,55.0,9.0,18.0,19.0,30.0,6.0,,16.0,16.0,6.0,2.0,,,1.0,,3.0,1.0,1.0,11.0,8.0,8.0,,2.0,,2.0,4.0,2.0,7.0,9.0,5.0,4.0,2.0,5.0,2.0,8.0,6.0,22.0,8.0,2.0,1.0,20.0,4.0,13.0,,4.0,20.0,4.0,,,2.0,1.0,,7.0,1.0,,,1.0,,1.0,3.0,1.0,2.0,,1.0,4.0,,,,15.0,,43.0,,27.0,,,1.0,3.0,,,1.0,,,,5.0,1.0,,1.0,3.0,3.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,1.0,3.0,,,,2.0,,,,1.0,,1.0,,
