id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
3955,210,864.0,66.0,1293.0,,117.0,2153.0,170.0,25.0,45.0,33.0,10.0,118.0,83.0,2.0,19.0,23.0,,,1.0,,,,,,,,,3.0,3.0,7.0,18.0,14.0,1.0,3.0,21.0,,1.0,,315.0,170.0,1.0,1.0,,49.0,14.0,1.0,1.0,42.0,12.0,2.0,82.0,117.0,50.0,25.0,308.0,4.0,15.0,699.0,30.0,1.0,17.0,15.0,1.0,1.0,,1.0,25.0,97.0,36.0,36.0,1104.0,259.0,3.0,8.0,2777.0,16.0,4.0,2361.0,5.0,81.0,732.0,81.0,379.0,379.0,11.0,89.0,70.0,49.0,271.0,10.0,8.0,574.0,2129.0,14.0,1.0,24.0,927.0,116.0,50.0,34.0,59.0,59.0,307967.8126220703,691.0,,1521.0,50.0,,203.0,4.0,2389.0,21.0,1.0,3.0,40.0,4.0,193.0,2957.0,33.0,25.0,25.0,14.0,0.0,28.0,18.0,16.0,26.0,3.0,0.0,4.0,4.0,,,10.0,1.0,1.0,,,2.0,,,,,,,2.0,2.0,,,1.0,,1.0,8.0,1.0,,3.0,1.0,,,1.0,0.0,1.0,8.0,9.0,17.0,16.0,8.0,1.0,2.0,,,,1.0,3.0,199.0,8.0,5.0,4.0,1.0,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,0.0,5.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,210,114.0,12.0,316.0,25.0,6.0,418.0,3.0,46.0,16.0,37.0,5.0,157.0,93.0,37.0,6.0,19.0,16.0,1.0,2.0,1.0,2.0,5.0,11.0,14.0,2.0,7.0,3.0,2.0,2.0,2.0,6.0,37.0,4.0,13.0,34.0,1.0,8.0,6.0,144.0,112.0,3.0,9.0,3.0,43.0,14.0,,2.0,40.0,37.0,9.0,134.0,98.0,6.0,3.0,61.0,14.0,10.0,169.0,24.0,5.0,33.0,29.0,4.0,2.0,2.0,2.0,3.0,61.0,22.0,22.0,177.0,31.0,14.0,5.0,2122.0,14.0,21.0,572.0,1.0,19.0,245.0,54.0,351.0,351.0,15.0,35.0,62.0,43.0,86.0,,13.0,192.0,415.0,16.0,,21.0,152.0,29.0,6.0,59.0,53.0,53.0,248210.77282714844,279.0,15.0,477.0,8.0,26.0,22.0,19.0,576.0,43.0,16.0,13.0,27.0,1.0,3.0,985.0,117.0,78.0,78.0,26.0,,14.0,31.0,21.0,17.0,1.0,,12.0,12.0,6.0,,,,,,3.0,15.0,1.0,2.0,3.0,,,,,,1.0,2.0,7.0,1.0,5.0,2.0,,,2.0,,5.0,,1.0,,1.0,2.0,9.0,2.0,13.0,2.0,,4.0,,,,,1.0,14.0,7.0,8.0,2.0,,,3.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4816,210,105.0,5.0,160.0,2.0,1.0,264.0,,14.0,14.0,13.0,9.0,48.0,16.0,3.0,4.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,2.0,4.0,5.0,,,4.0,2.0,1.0,,35.0,39.0,,,1.0,15.0,6.0,,,,4.0,2.0,37.0,39.0,9.0,5.0,23.0,1.0,10.0,81.0,4.0,1.0,4.0,4.0,1.0,,,,5.0,28.0,7.0,7.0,108.0,43.0,4.0,6.0,513.0,1.0,2.0,322.0,3.0,26.0,38.0,2.0,79.0,79.0,2.0,14.0,23.0,15.0,102.0,,3.0,50.0,260.0,6.0,,2.0,129.0,12.0,9.0,9.0,3.0,3.0,66258.37243652344,61.0,,200.0,7.0,2.0,9.0,,326.0,7.0,2.0,9.0,13.0,,,414.0,7.0,8.0,8.0,6.0,,7.0,6.0,,13.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,2.0,2.0,2.0,3.0,2.0,,,,,,,1.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,210,7.0,1.0,33.0,1.0,1.0,40.0,,14.0,7.0,8.0,1.0,12.0,21.0,4.0,,4.0,4.0,,,,1.0,1.0,1.0,1.0,,2.0,,,,,,4.0,,,1.0,,1.0,,6.0,11.0,,,1.0,4.0,,,,,3.0,2.0,23.0,14.0,1.0,0.0,10.0,,3.0,20.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,0.0,11.0,1.0,1.0,9.0,2.0,,,147.0,3.0,2.0,53.0,,9.0,7.0,5.0,27.0,27.0,3.0,3.0,5.0,4.0,19.0,,1.0,25.0,39.0,2.0,0.0,5.0,9.0,2.0,1.0,6.0,,,21328.38598632812,35.0,7.0,45.0,,1.0,1.0,,54.0,4.0,1.0,7.0,3.0,,,87.0,9.0,5.0,5.0,2.0,0.0,6.0,2.0,,2.0,,,,,3.0,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4617,210,201.0,25.0,390.0,13.0,25.0,551.0,22.0,47.0,21.0,26.0,11.0,191.0,121.0,14.0,17.0,16.0,10.0,,2.0,,1.0,3.0,1.0,4.0,1.0,6.0,,1.0,,2.0,15.0,21.0,6.0,7.0,24.0,,3.0,2.0,158.0,112.0,4.0,1.0,3.0,37.0,29.0,1.0,92.0,18.0,16.0,9.0,119.0,72.0,53.0,30.0,119.0,,22.0,230.0,21.0,7.0,41.0,39.0,4.0,,,,30.0,73.0,27.0,27.0,193.0,72.0,11.0,8.0,1942.0,14.0,16.0,683.0,6.0,94.0,178.0,168.0,327.0,327.0,10.0,47.0,55.0,37.0,139.0,3.0,3.0,180.0,524.0,24.0,0.0,46.0,236.0,67.0,53.0,11.0,145.0,55.0,261907.89599609372,269.0,14.0,629.0,24.0,15.0,72.0,3.0,720.0,31.0,2.0,5.0,36.0,,22.0,1180.0,34.0,25.0,25.0,10.0,0.0,6.0,5.0,22.0,17.0,4.0,28.0,40.0,12.0,6.0,7.0,6.0,,,30.0,,3.0,,2.0,1.0,2.0,,,4.0,7.0,,2.0,6.0,1.0,2.0,6.0,4.0,,5.0,2.0,,,,2.0,2.0,6.0,12.0,3.0,16.0,6.0,21.0,2.0,,,1.0,1.0,3.0,30.0,32.0,1.0,2.0,,2.0,1.0,,90.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,210,279.0,18.0,142.0,,40.0,421.0,,29.0,35.0,17.0,2.0,148.0,99.0,13.0,,4.0,11.0,1.0,,3.0,5.0,,6.0,3.0,1.0,3.0,2.0,,1.0,,,1.0,,,2.0,3.0,1.0,,27.0,92.0,2.0,2.0,,9.0,9.0,,,,,4.0,42.0,59.0,100.0,44.0,77.0,,4.0,256.0,17.0,,29.0,24.0,,1.0,1.0,,44.0,75.0,42.0,42.0,154.0,139.0,7.0,15.0,1519.0,3.0,3.0,546.0,20.0,48.0,42.0,9.0,144.0,144.0,1.0,45.0,46.0,9.0,119.0,4.0,6.0,37.0,413.0,4.0,0.0,5.0,324.0,57.0,100.0,3.0,,,156437.1953125,91.0,1.0,232.0,44.0,,104.0,2.0,556.0,13.0,2.0,,16.0,,,795.0,22.0,7.0,7.0,7.0,0.0,6.0,2.0,4.0,12.0,,,,,,,11.0,,,,,,1.0,2.0,,,,,,,,,4.0,,3.0,,,,,,,,,1.0,1.0,3.0,4.0,3.0,,3.0,,5.0,,1.0,1.0,,11.0,71.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.0,,,,,10.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14446,210,2.0,,10.0,1.0,1.0,12.0,,1.0,1.0,2.0,,10.0,2.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,1.0,2.0,,,1.0,,,,4.0,1.0,,,,2.0,,,,,2.0,,5.0,4.0,,,2.0,,,5.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,5.0,1.0,,,64.0,,,15.0,,3.0,1.0,,10.0,10.0,,1.0,,2.0,1.0,,1.0,5.0,12.0,1.0,,,4.0,,,2.0,,,8698.096374511719,5.0,1.0,11.0,1.0,1.0,2.0,,15.0,2.0,1.0,1.0,1.0,,,31.0,3.0,3.0,3.0,2.0,,2.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,210,62.0,9.0,105.0,6.0,8.0,167.0,,4.0,3.0,9.0,2.0,41.0,28.0,6.0,3.0,5.0,6.0,1.0,,1.0,1.0,2.0,2.0,,1.0,7.0,1.0,,1.0,1.0,3.0,7.0,,,1.0,,,1.0,53.0,29.0,1.0,1.0,1.0,9.0,2.0,,,8.0,11.0,1.0,25.0,17.0,3.0,,13.0,2.0,8.0,55.0,5.0,2.0,6.0,6.0,2.0,,,,,8.0,2.0,2.0,73.0,3.0,6.0,1.0,460.0,4.0,3.0,197.0,1.0,10.0,51.0,24.0,73.0,73.0,7.0,12.0,10.0,9.0,22.0,,3.0,76.0,161.0,3.0,,5.0,70.0,16.0,3.0,3.0,10.0,10.0,59049.9362792969,100.0,6.0,143.0,2.0,6.0,15.0,1.0,203.0,9.0,4.0,4.0,4.0,2.0,,283.0,19.0,12.0,12.0,8.0,,2.0,2.0,1.0,1.0,2.0,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,1.0,3.0,1.0,2.0,1.0,,,,,,,,2.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,210,1.0,,4.0,0.0,,5.0,,7.0,7.0,6.0,2.0,7.0,3.0,5.0,,3.0,4.0,,,1.0,2.0,,3.0,1.0,,2.0,1.0,,2.0,,,4.0,,,1.0,1.0,1.0,,2.0,2.0,,,,1.0,,,,,2.0,1.0,12.0,7.0,2.0,2.0,3.0,,3.0,3.0,,,1.0,1.0,,1.0,,1.0,2.0,6.0,,,2.0,,3.0,1.0,61.0,3.0,1.0,10.0,,1.0,1.0,1.0,13.0,13.0,,,2.0,1.0,4.0,,3.0,2.0,4.0,,,4.0,2.0,,2.0,,1.0,1.0,10048.255493164072,6.0,2.0,10.0,,0.0,,,11.0,5.0,,6.0,,,,29.0,9.0,4.0,4.0,,,2.0,,1.0,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10798,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,210,781.0,56.0,201.0,1.0,108.0,981.0,5.0,71.0,187.0,35.0,8.0,327.0,202.0,35.0,2.0,6.0,24.0,1.0,1.0,16.0,29.0,5.0,17.0,11.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,1.0,1.0,6.0,8.0,3.0,2.0,63.0,144.0,,1.0,4.0,15.0,11.0,4.0,,1.0,2.0,9.0,102.0,237.0,243.0,170.0,140.0,1.0,22.0,506.0,35.0,5.0,54.0,45.0,,1.0,,1.0,170.0,238.0,36.0,36.0,418.0,310.0,17.0,34.0,3088.0,3.0,16.0,1279.0,47.0,56.0,154.0,19.0,350.0,350.0,2.0,98.0,44.0,15.0,318.0,5.0,19.0,62.0,966.0,10.0,,7.0,873.0,127.0,243.0,5.0,2.0,2.0,304724.1499023437,189.0,6.0,434.0,97.0,1.0,264.0,4.0,1305.0,37.0,,,35.0,,5.0,1805.0,75.0,17.0,17.0,10.0,,9.0,5.0,1.0,20.0,4.0,,1.0,1.0,1.0,,17.0,,,,1.0,1.0,1.0,4.0,,,,,,,,2.0,1.0,1.0,5.0,1.0,,,,,,,2.0,0.0,3.0,1.0,2.0,7.0,1.0,1.0,,9.0,,,1.0,1.0,8.0,144.0,4.0,,9.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,1.0,,1.0,1.0,3.0,1.0,,3.0,,,,9.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
19620,210,332.0,27.0,758.0,,37.0,1083.0,125.0,33.0,24.0,14.0,6.0,40.0,30.0,2.0,5.0,9.0,,,,,,,,,1.0,7.0,,,,2.0,5.0,4.0,,,,,1.0,,212.0,74.0,3.0,,,27.0,19.0,,,19.0,5.0,,79.0,68.0,16.0,9.0,144.0,,15.0,298.0,14.0,,4.0,4.0,,3.0,2.0,3.0,9.0,65.0,20.0,20.0,101.0,47.0,,4.0,1153.0,8.0,1.0,1173.0,3.0,423.0,21.0,61.0,159.0,159.0,4.0,33.0,37.0,27.0,573.0,,2.0,369.0,1072.0,11.0,,12.0,361.0,44.0,16.0,13.0,39.0,39.0,141398.74072265625,418.0,,862.0,11.0,,53.0,1.0,1184.0,7.0,2.0,,34.0,2.0,128.0,1509.0,10.0,7.0,7.0,5.0,,14.0,5.0,14.0,20.0,1.0,,7.0,7.0,,,3.0,,,,2.0,,,,,,,,,,,,2.0,,1.0,2.0,,,1.0,,,,,,,3.0,4.0,9.0,20.0,3.0,,,,,,,1.0,39.0,4.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32162,210,434.0,24.0,478.0,11.0,36.0,911.0,1.0,31.0,22.0,22.0,13.0,175.0,92.0,5.0,16.0,7.0,3.0,,,1.0,1.0,,2.0,1.0,,4.0,,,7.0,5.0,16.0,14.0,,5.0,16.0,1.0,3.0,,130.0,119.0,,,,34.0,34.0,,,2.0,39.0,2.0,138.0,129.0,29.0,14.0,134.0,1.0,23.0,314.0,16.0,,32.0,26.0,,,,,14.0,56.0,34.0,34.0,274.0,111.0,16.0,9.0,1519.0,6.0,5.0,1032.0,6.0,117.0,138.0,14.0,226.0,226.0,6.0,45.0,68.0,34.0,325.0,1.0,7.0,176.0,900.0,19.0,3.0,7.0,483.0,38.0,29.0,54.0,2.0,2.0,186270.4626464844,221.0,3.0,562.0,17.0,12.0,56.0,2.0,1043.0,21.0,6.0,6.0,48.0,,1.0,1394.0,8.0,37.0,37.0,18.0,0.0,4.0,42.0,3.0,29.0,1.0,,1.0,1.0,1.0,,4.0,,,,1.0,1.0,1.0,,,,,,,,,,2.0,,,7.0,,,4.0,,,,,1.0,1.0,3.0,9.0,1.0,,3.0,,6.0,,,1.0,,1.0,85.0,1.0,2.0,1.0,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3654,210,266.0,34.0,402.0,1.0,36.0,660.0,184.0,53.0,47.0,26.0,12.0,197.0,114.0,1.0,6.0,6.0,,,,,,,,,1.0,2.0,,,2.0,3.0,6.0,5.0,,,5.0,,1.0,,153.0,120.0,1.0,,,56.0,27.0,,,37.0,13.0,6.0,115.0,137.0,86.0,51.0,144.0,7.0,17.0,376.0,23.0,,35.0,31.0,,1.0,1.0,1.0,51.0,79.0,48.0,48.0,278.0,140.0,10.0,21.0,2091.0,4.0,1.0,846.0,15.0,7.0,374.0,50.0,323.0,323.0,7.0,65.0,48.0,56.0,53.0,2.0,3.0,208.0,649.0,24.0,1.0,7.0,325.0,86.0,86.0,22.0,48.0,48.0,214466.65087890625,297.0,3.0,583.0,46.0,2.0,107.0,1.0,860.0,7.0,3.0,3.0,47.0,,222.0,1501.0,32.0,18.0,18.0,30.0,0.0,10.0,14.0,12.0,24.0,4.0,,8.0,8.0,,,8.0,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,2.0,,,1.0,,,,,,,9.0,3.0,4.0,11.0,9.0,,4.0,,,1.0,,7.0,83.0,3.0,2.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
20929,210,2.0,,4.0,,3.0,6.0,,,,2.0,,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,1.0,,,,,,1.0,,1.0,,4.0,,,7.0,,,2.0,2.0,,,,,,1.0,,,,3.0,1.0,,26.0,,,9.0,1.0,1.0,3.0,,3.0,3.0,,2.0,1.0,1.0,2.0,,,4.0,6.0,1.0,,,3.0,,1.0,,,,3770.684448242192,5.0,,6.0,4.0,,5.0,,9.0,,,2.0,,,,13.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7103,210,651.0,37.0,313.0,,69.0,963.0,10.0,52.0,36.0,24.0,16.0,194.0,88.0,6.0,2.0,7.0,4.0,,1.0,,2.0,3.0,2.0,1.0,,1.0,,1.0,,1.0,1.0,3.0,1.0,,5.0,1.0,1.0,,102.0,152.0,1.0,1.0,1.0,27.0,19.0,1.0,,2.0,6.0,5.0,110.0,102.0,82.0,25.0,143.0,,33.0,564.0,24.0,3.0,38.0,36.0,,1.0,1.0,,25.0,126.0,69.0,69.0,409.0,236.0,18.0,17.0,2148.0,5.0,4.0,1131.0,14.0,20.0,245.0,13.0,233.0,233.0,2.0,91.0,59.0,27.0,98.0,2.0,3.0,101.0,928.0,15.0,,8.0,728.0,95.0,82.0,4.0,4.0,4.0,206039.24560546875,171.0,4.0,449.0,58.0,,156.0,,1173.0,8.0,1.0,,49.0,,12.0,1488.0,24.0,7.0,7.0,14.0,,1.0,3.0,1.0,31.0,6.0,,1.0,1.0,3.0,,14.0,,,,,,,1.0,,,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,,,1.0,1.0,3.0,2.0,1.0,,2.0,,1.0,,,3.0,149.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2980,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49884,210,700.0,25.0,275.0,0.0,52.0,975.0,4.0,49.0,76.0,33.0,14.0,286.0,172.0,11.0,1.0,4.0,9.0,,,6.0,9.0,1.0,6.0,3.0,1.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,2.0,1.0,,96.0,172.0,,,1.0,34.0,20.0,,,,1.0,6.0,91.0,165.0,155.0,72.0,49.0,,18.0,447.0,33.0,1.0,43.0,39.0,,0.0,,0.0,72.0,107.0,64.0,64.0,308.0,218.0,12.0,33.0,2970.0,2.0,5.0,1112.0,36.0,66.0,121.0,5.0,181.0,181.0,1.0,108.0,63.0,34.0,283.0,2.0,6.0,30.0,955.0,22.0,1.0,4.0,784.0,56.0,155.0,9.0,,,277252.9111328125,54.0,,350.0,42.0,0.0,97.0,3.0,1134.0,12.0,,,68.0,,4.0,1591.0,17.0,13.0,13.0,16.0,0.0,15.0,6.0,1.0,38.0,4.0,,,,,,15.0,,,,,,2.0,1.0,1.0,,,,,,1.0,,1.0,,3.0,,,,1.0,,,,,1.0,1.0,6.0,1.0,7.0,,6.0,,4.0,,,,,9.0,158.0,2.0,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,37.0,,,,,,1.0,,,3.0,,,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,210,79.0,12.0,115.0,5.0,15.0,194.0,,0.0,3.0,8.0,3.0,41.0,25.0,1.0,1.0,4.0,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,2.0,,1.0,1.0,,,,35.0,27.0,1.0,,,7.0,4.0,,2.0,,7.0,1.0,19.0,37.0,,,21.0,1.0,7.0,40.0,4.0,,10.0,10.0,,1.0,1.0,1.0,,9.0,7.0,7.0,74.0,18.0,4.0,,389.0,4.0,1.0,212.0,1.0,35.0,21.0,9.0,36.0,36.0,1.0,11.0,15.0,7.0,68.0,,1.0,46.0,190.0,2.0,,5.0,83.0,21.0,,16.0,2.0,,47728.486328125,58.0,4.0,136.0,,5.0,19.0,,217.0,2.0,1.0,4.0,7.0,1.0,,282.0,4.0,3.0,3.0,12.0,,3.0,15.0,,4.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,15.0,1.0,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
